FOM,contract_id,MOC,POC,usage_score,support_score,activity_score,score_y_c,ischr,score_final,score_final_b,support_score_label,usage_score_label,activity_score_label
2020-07-01,contract_3_1_4,5,0.4166666666666667,0.5,0.125,0.625,0.69,0,0.0008636325364932418,0,healthy,healthy,healthy
2020-08-01,contract_3_1_4,6,0.5,0.8333333333333333,0.125,0.0,0.69,0,0.724338173866272,1,healthy,healthy,
2020-09-01,contract_3_1_4,7,0.5833333333333334,-0.5,0.0,0.75,0.69,0,0.000290252995910123,0,normal,risky,healthy
2020-10-01,contract_3_1_4,8,0.6666666666666666,0.1666666666666666,0.125,0.75,0.69,0,0.00031425876659341156,0,healthy,healthy,healthy
2020-11-01,contract_3_1_4,9,0.75,-0.5,0.125,0.0,0.69,0,0.9000940322875977,1,healthy,risky,
2020-12-01,contract_3_1_4,10,0.8333333333333334,0.1666666666666666,0.125,0.75,0.69,0,0.00022207222355064005,0,healthy,healthy,healthy
2021-01-01,contract_3_1_4,11,0.9166666666666666,0.1666666666666666,0.125,0.75,0.69,0,0.0002852325269486755,0,healthy,healthy,healthy
2021-02-01,contract_3_1_4,12,1.0,0.5,0.125,0.75,0.69,0,0.0003784973523579538,0,healthy,healthy,healthy
2021-03-01,contract_3_2_3,1,0.0833333333333333,0.0,0.0,0.0,0.96,1,0.9454792737960815,1,,normal,
2021-04-01,contract_3_2_3,2,0.1666666666666666,0.0,0.0,0.0,0.96,1,0.9512538313865662,1,,normal,
2021-05-01,contract_3_2_3,3,0.25,0.0,0.0,0.0,0.96,1,0.9198318719863892,1,,normal,
2021-06-01,contract_3_2_3,4,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.96,1,0.9601292610168457,1,,risky,
2021-07-01,contract_3_2_3,5,0.4166666666666667,0.0,0.0,-0.375,0.96,1,0.995201587677002,1,,normal,risky
2021-08-01,contract_3_2_3,6,0.5,-0.1666666666666666,0.0,0.0,0.96,1,0.9661583304405212,1,,risky,
2021-09-01,contract_3_2_3,7,0.5833333333333334,0.8333333333333333,0.0,0.0,0.96,1,0.9559575915336609,1,,healthy,
2021-10-01,contract_3_2_3,8,0.6666666666666666,0.1666666666666666,0.0,0.0,0.96,1,0.9413251876831055,1,,healthy,
2021-11-01,contract_3_2_3,9,0.75,-0.1666666666666666,0.0,0.0,0.96,1,0.9646941423416138,1,,risky,
2021-12-01,contract_3_2_3,10,0.8333333333333334,0.1666666666666666,0.0,-0.125,0.96,1,0.9535415172576904,1,,healthy,risky
2022-01-01,contract_3_2_3,11,0.9166666666666666,-0.1666666666666666,0.0,0.0,0.96,1,0.9330399632453918,1,,risky,
2022-02-01,contract_3_2_3,12,1.0,-0.1666666666666666,0.125,0.0,0.96,1,0.8084858059883118,1,healthy,risky,
2021-08-01,contract_20_1_17,1,0.0833333333333333,-0.3333333333333333,0.0,-0.375,0.34,0,0.060107000172138214,0,,risky,risky
2021-09-01,contract_20_1_17,2,0.1666666666666666,0.1666666666666666,0.0,0.0,0.34,0,0.1208294928073883,0,,healthy,normal
2021-10-01,contract_20_1_17,3,0.25,0.1666666666666666,0.0,0.0,0.34,0,0.114583820104599,0,,healthy,
2021-11-01,contract_20_1_17,4,0.3333333333333333,0.1666666666666666,0.0,0.5,0.34,0,0.00017641227168496698,0,,healthy,healthy
2021-12-01,contract_20_1_17,5,0.4166666666666667,0.0,0.0,0.625,0.34,0,5.168167263036594e-05,0,,normal,healthy
2022-01-01,contract_20_1_17,6,0.5,0.1666666666666666,0.0,0.25,0.34,0,0.005483771674335003,0,,healthy,healthy
2022-02-01,contract_20_1_17,7,0.5833333333333334,0.5,0.0,0.375,0.34,0,0.0026518194936215878,0,,healthy,healthy
2022-03-01,contract_20_1_17,8,0.6666666666666666,0.5,0.0,0.375,0.34,0,0.0024837469682097435,0,,healthy,healthy
2022-04-01,contract_20_1_17,9,0.75,-0.1666666666666666,0.0,0.625,0.34,0,0.0003803839208558202,0,,risky,healthy
2022-05-01,contract_20_1_17,10,0.8333333333333334,-0.1666666666666666,0.0,0.75,0.34,0,0.00014034475316293538,0,,risky,healthy
2022-06-01,contract_20_1_17,11,0.9166666666666666,0.1666666666666667,0.0,0.75,0.34,0,4.1861490899464116e-05,0,,healthy,healthy
2022-07-01,contract_20_1_17,12,1.0,0.1666666666666666,0.0,0.75,0.34,0,4.311585507821292e-05,0,,healthy,healthy
2022-08-01,contract_20_2_15,1,0.0833333333333333,-0.3333333333333333,0.0,-0.375,0.04,0,0.09707683324813843,0,,risky,risky
2022-09-01,contract_20_2_15,2,0.1666666666666666,-0.1666666666666666,0.0,0.0,0.04,0,0.2625286877155304,0,,risky,normal
2022-10-01,contract_20_2_15,3,0.25,0.5,0.0,0.25,0.04,0,0.0027064105961471796,0,,healthy,healthy
2022-11-01,contract_20_2_15,4,0.3333333333333333,0.1666666666666667,0.0,0.0,0.04,0,0.1787867397069931,0,,healthy,
2022-12-01,contract_20_2_15,5,0.4166666666666667,0.5,0.0,0.0,0.04,0,0.09375448524951935,0,,healthy,
2023-01-01,contract_20_2_15,6,0.5,0.1666666666666666,0.0,0.0,0.04,0,0.12802429497241974,0,,healthy,
2023-02-01,contract_20_2_15,7,0.5833333333333334,0.0,0.0,0.0,0.04,0,0.1690749228000641,0,,normal,
2023-03-01,contract_20_2_15,8,0.6666666666666666,0.1666666666666666,-0.625,0.25,0.04,0,0.026472140103578568,0,risky,healthy,healthy
2023-04-01,contract_20_2_15,9,0.75,0.1666666666666666,-0.625,0.625,0.04,0,0.001481574377976358,0,risky,healthy,healthy
2023-05-01,contract_20_2_15,10,0.8333333333333334,-0.1666666666666666,0.125,0.625,0.04,0,0.017436331138014793,0,healthy,risky,healthy
2023-06-01,contract_20_2_15,11,0.9166666666666666,0.1666666666666666,0.125,0.625,0.04,0,0.003522842423990369,0,healthy,healthy,healthy
2023-07-01,contract_20_2_15,12,1.0,0.5,0.375,0.625,0.04,0,0.001645797397941351,0,healthy,healthy,healthy
2023-08-01,contract_20_3_8,1,0.0833333333333333,0.6666666666666666,0.0,0.0,0.25,0,0.6223410964012146,1,,healthy,
2023-09-01,contract_20_3_8,2,0.1666666666666666,-1.0,0.0,-0.5,0.25,0,0.07699700444936752,0,,risky,risky
2023-10-01,contract_20_3_8,3,0.25,0.3333333333333333,0.0,-0.375,0.25,0,0.5617275834083557,1,,healthy,risky
2023-11-01,contract_20_3_8,4,0.3333333333333333,0.0,0.0,0.0,0.25,0,0.43164971470832825,0,,normal,
2023-12-01,contract_20_3_8,5,0.4166666666666667,0.0,0.0,-0.25,0.25,0,0.5317426323890686,1,,normal,risky
2024-01-01,contract_20_3_8,6,0.5,0.0,0.0,0.0,0.25,0,0.3842228949069977,0,,normal,normal
2024-02-01,contract_20_3_8,7,0.5833333333333334,-0.3333333333333333,0.0,0.125,0.25,0,0.05196278169751167,0,,risky,healthy
2024-03-01,contract_20_3_8,8,0.6666666666666666,-0.3333333333333333,0.0,0.125,0.25,0,0.1775875687599182,0,,risky,healthy
2024-04-01,contract_20_3_8,9,0.75,-0.8333333333333333,0.0,0.25,0.25,0,0.036871250718832016,0,,risky,healthy
2024-05-01,contract_20_3_8,10,0.8333333333333334,-0.5,0.0,0.5,0.25,0,0.0020342147909104824,0,,risky,healthy
2024-06-01,contract_20_3_8,11,0.9166666666666666,0.3333333333333333,0.0,0.5,0.25,0,0.0006917913560755551,0,,healthy,healthy
2024-07-01,contract_20_3_8,12,1.0,0.5,0.0,0.5,0.25,0,0.0005315935122780502,0,,healthy,healthy
2024-08-01,contract_20_4_2,1,0.0833333333333333,0.1666666666666666,0.0,0.0,0.08,0,0.17092759907245636,0,,healthy,
2024-09-01,contract_20_4_2,2,0.1666666666666666,0.0,0.0,0.0,0.08,0,0.21424441039562225,0,,normal,
2024-10-01,contract_20_4_2,3,0.25,-0.6666666666666666,0.0,-0.125,0.08,0,0.08114669471979141,0,,risky,risky
2024-11-01,contract_20_4_2,4,0.3333333333333333,0.1666666666666667,0.0,0.0,0.08,0,0.16696856915950775,0,,healthy,
2024-12-01,contract_20_4_2,5,0.4166666666666667,-0.1666666666666666,0.0,-0.125,0.08,0,0.12896449863910675,0,,risky,risky
2025-01-01,contract_20_4_2,6,0.5,-0.6666666666666666,0.0,-0.125,0.08,0,0.21769669651985168,0,,risky,risky
2025-02-01,contract_20_4_2,7,0.5833333333333334,-0.5,0.0,0.0,0.08,0,0.22374814748764038,0,,risky,normal
2025-03-01,contract_20_4_2,8,0.6666666666666666,0.0,0.0,0.125,0.08,0,0.15805894136428833,0,,normal,healthy
2025-04-01,contract_20_4_2,9,0.75,0.3333333333333333,0.0,0.25,0.08,0,0.053118813782930374,0,,healthy,healthy
2025-05-01,contract_20_4_2,10,0.8333333333333334,-0.5,0.0,0.375,0.08,0,0.017248960211873055,0,,risky,healthy
2025-06-01,contract_20_4_2,11,0.9166666666666666,0.1666666666666666,0.0,0.0,0.08,0,0.16716445982456207,0,,healthy,
2025-07-01,contract_20_4_2,12,1.0,-0.1666666666666666,0.0,0.0,0.08,0,0.16736966371536255,0,,risky,
2021-09-01,contract_21_1_1,1,0.0833333333333333,-1.0,0.0,-0.25,0.08,1,0.2670426666736603,0,,risky,risky
2021-10-01,contract_21_1_1,2,0.1666666666666666,0.3333333333333333,0.0,0.0,0.08,1,0.16561469435691833,0,,healthy,
2021-11-01,contract_21_1_1,3,0.25,0.0,0.0,0.0,0.08,1,0.2164490669965744,0,,normal,normal
2021-12-01,contract_21_1_1,4,0.3333333333333333,0.8333333333333333,0.0,0.0,0.08,1,0.16161112487316132,0,,healthy,
2022-01-01,contract_21_1_1,5,0.4166666666666667,0.1666666666666666,0.0,0.0,0.08,1,0.17974914610385895,0,,healthy,
2022-02-01,contract_21_1_1,6,0.5,0.5,0.0,0.0,0.08,1,0.25569942593574524,0,,healthy,
2022-03-01,contract_21_1_1,7,0.5833333333333334,-0.1666666666666666,0.0,0.0,0.08,1,0.19067266583442688,0,,risky,
2022-04-01,contract_21_1_1,8,0.6666666666666666,0.0,0.0,0.0,0.08,1,0.2241028994321823,0,,normal,normal
2022-05-01,contract_21_1_1,9,0.75,-0.1666666666666666,0.0,0.0,0.08,1,0.18342001736164093,0,,risky,
2022-06-01,contract_21_1_1,10,0.8333333333333334,-0.5,0.0,0.0,0.08,1,0.15930908918380737,0,,risky,
2022-07-01,contract_21_1_1,11,0.9166666666666666,0.1666666666666666,0.0,0.125,0.08,1,0.27875515818595886,0,,healthy,healthy
2022-08-01,contract_21_1_1,12,1.0,0.8333333333333333,0.0,0.25,0.08,1,0.3026641607284546,0,,healthy,healthy
2021-09-01,contract_21_1_2,1,0.0833333333333333,0.6666666666666666,0.0,0.0,0.01,1,0.2564752995967865,0,,healthy,
2021-10-01,contract_21_1_2,2,0.1666666666666666,-0.3333333333333333,0.0,-0.125,0.01,1,0.07082771509885788,0,,risky,risky
2021-11-01,contract_21_1_2,3,0.25,0.1666666666666666,0.0,0.0,0.01,1,0.20919527113437653,0,,healthy,
2021-12-01,contract_21_1_2,4,0.3333333333333333,0.1666666666666666,0.0,0.0,0.01,1,0.1516626626253128,0,,healthy,
2022-01-01,contract_21_1_2,5,0.4166666666666667,0.5,0.0,0.0,0.01,1,0.0802549496293068,0,,healthy,
2022-02-01,contract_21_1_2,6,0.5,0.1666666666666666,0.0,0.0,0.01,1,0.14279066026210785,0,,healthy,
2022-03-01,contract_21_1_2,7,0.5833333333333334,0.5,0.0,0.0,0.01,1,0.10913553833961487,0,,healthy,
2022-04-01,contract_21_1_2,8,0.6666666666666666,-0.1666666666666666,0.0,0.0,0.01,1,0.15658478438854218,0,,risky,
2022-05-01,contract_21_1_2,9,0.75,-0.1666666666666666,0.0,0.0,0.01,1,0.12539850175380707,0,,risky,
2022-06-01,contract_21_1_2,10,0.8333333333333334,-0.5,0.125,0.0,0.01,1,0.650046706199646,1,healthy,risky,
2022-07-01,contract_21_1_2,11,0.9166666666666666,0.1666666666666666,0.5,0.0,0.01,1,0.41722121834754944,0,healthy,healthy,
2022-08-01,contract_21_1_2,12,1.0,0.1666666666666666,0.75,0.0,0.01,1,0.41959163546562195,0,healthy,healthy,
2021-09-01,contract_21_1_3,1,0.0833333333333333,-0.5,0.0,0.0,0.83,1,0.8480368256568909,1,,risky,
2021-10-01,contract_21_1_3,2,0.1666666666666666,0.3333333333333333,0.0,0.0,0.83,1,0.9318044781684875,1,,healthy,
2021-11-01,contract_21_1_3,3,0.25,0.0,0.0,0.0,0.83,1,0.9230472445487976,1,,normal,
2021-12-01,contract_21_1_3,4,0.3333333333333333,0.1666666666666666,-0.125,0.0,0.83,1,0.9928879141807556,1,risky,healthy,
2022-01-01,contract_21_1_3,5,0.4166666666666667,0.0,-0.125,0.0,0.83,1,0.9928446412086487,1,risky,normal,
2022-02-01,contract_21_1_3,6,0.5,0.3333333333333333,0.25,0.0,0.83,1,0.9053540825843811,1,healthy,healthy,
2022-03-01,contract_21_1_3,7,0.5833333333333334,0.0,0.25,-0.375,0.83,1,0.9957259893417358,1,healthy,normal,risky
2022-04-01,contract_21_1_3,8,0.6666666666666666,-0.3333333333333333,0.25,0.0,0.83,1,0.8530836701393127,1,healthy,risky,
2022-05-01,contract_21_1_3,9,0.75,0.6666666666666666,0.375,0.0,0.83,1,0.899394154548645,1,healthy,healthy,
2022-06-01,contract_21_1_3,10,0.8333333333333334,0.5,0.625,0.0,0.83,1,0.9919539093971252,1,healthy,healthy,
2022-07-01,contract_21_1_3,11,0.9166666666666666,-0.1666666666666666,0.625,-0.125,0.83,1,0.9987931251525879,1,healthy,risky,risky
2022-08-01,contract_21_1_3,12,1.0,-0.1666666666666666,0.625,0.0,0.83,1,0.9875217080116272,1,healthy,risky,
2021-09-01,contract_21_1_4,1,0.0833333333333333,-0.3333333333333333,0.0,0.0,0.74,1,0.8798496723175049,1,,risky,
2021-10-01,contract_21_1_4,2,0.1666666666666666,-0.1666666666666666,0.0,0.0,0.74,1,0.8052634596824646,1,,risky,
2021-11-01,contract_21_1_4,3,0.25,-0.1666666666666666,0.0,-0.125,0.74,1,0.5716882348060608,1,,risky,risky
2021-12-01,contract_21_1_4,4,0.3333333333333333,0.5,0.0,0.0,0.74,1,0.8492656350135803,1,,healthy,
2022-01-01,contract_21_1_4,5,0.4166666666666667,0.1666666666666666,0.0,0.0,0.74,1,0.8230620622634888,1,,healthy,
2022-02-01,contract_21_1_4,6,0.5,-0.1666666666666666,0.0,0.0,0.74,1,0.8202406764030457,1,,risky,
2022-03-01,contract_21_1_4,7,0.5833333333333334,-0.5,0.0,-0.125,0.74,1,0.84486323595047,1,,risky,risky
2022-04-01,contract_21_1_4,8,0.6666666666666666,-0.5,0.0,0.375,0.74,1,0.3650915026664734,0,,risky,healthy
2022-05-01,contract_21_1_4,9,0.75,0.8333333333333333,0.0,0.0,0.74,1,0.8392446637153625,1,,healthy,
2022-06-01,contract_21_1_4,10,0.8333333333333334,-0.5,0.0,0.0,0.74,1,0.7858068346977234,1,,risky,
2022-07-01,contract_21_1_4,11,0.9166666666666666,0.5,-0.375,0.375,0.74,1,0.18201008439064026,0,risky,healthy,healthy
2022-08-01,contract_21_1_4,12,1.0,0.1666666666666666,0.125,0.0,0.74,1,0.8928768038749695,1,healthy,healthy,
2021-09-01,contract_21_1_5,1,0.0833333333333333,-0.3333333333333333,0.0,-0.25,0.06,0,0.0339386910200119,0,,risky,risky
2021-10-01,contract_21_1_5,2,0.1666666666666666,-1.0,0.0,0.0,0.06,0,0.06499513983726501,0,,risky,
2021-11-01,contract_21_1_5,3,0.25,-0.3333333333333333,0.0,0.125,0.06,0,0.009736679494380951,0,,risky,healthy
2021-12-01,contract_21_1_5,4,0.3333333333333333,-0.1666666666666666,0.0,0.0,0.06,0,0.10754694789648056,0,,risky,
2022-01-01,contract_21_1_5,5,0.4166666666666667,-0.5,0.0,0.25,0.06,0,0.006147022824734449,0,,risky,healthy
2022-02-01,contract_21_1_5,6,0.5,0.1666666666666666,0.0,0.5,0.06,0,0.0005416154745034873,0,,healthy,healthy
2022-03-01,contract_21_1_5,7,0.5833333333333334,-0.3333333333333333,0.0,0.5,0.06,0,0.0008302379865199327,0,,risky,healthy
2022-04-01,contract_21_1_5,8,0.6666666666666666,-0.1666666666666666,0.0,0.75,0.06,0,3.766822555917315e-05,0,,risky,healthy
2022-05-01,contract_21_1_5,9,0.75,0.3333333333333333,0.0,0.0,0.06,0,0.07973877340555191,0,,healthy,
2022-06-01,contract_21_1_5,10,0.8333333333333334,-0.1666666666666666,0.0,0.75,0.06,0,0.0002582076995167881,0,,risky,healthy
2022-07-01,contract_21_1_5,11,0.9166666666666666,0.1666666666666666,0.0,0.75,0.06,0,0.00014790840214118361,0,,healthy,healthy
2022-08-01,contract_21_1_5,12,1.0,-0.5,0.0,0.0,0.06,0,0.06801352649927139,0,,risky,
2022-09-01,contract_21_2_1,1,0.0833333333333333,-5.551115123125783e-17,0.0,0.0,0.41,1,0.6796985268592834,1,,risky,
2022-10-01,contract_21_2_1,2,0.1666666666666666,-0.1666666666666666,0.0,0.0,0.41,1,0.6557146310806274,1,,risky,
2022-11-01,contract_21_2_1,3,0.25,-0.1666666666666666,0.0,0.0,0.41,1,0.6506690979003906,1,,risky,
2022-12-01,contract_21_2_1,4,0.3333333333333333,0.0,0.0,0.0,0.41,1,0.6523804664611816,1,,normal,
2023-01-01,contract_21_2_1,5,0.4166666666666667,0.5,-0.625,0.0,0.41,1,0.7591522932052612,1,risky,healthy,
2023-02-01,contract_21_2_1,6,0.5,-0.1666666666666666,-0.625,-0.5,0.41,1,0.7662209272384644,1,risky,risky,risky
2023-03-01,contract_21_2_1,7,0.5833333333333334,-0.5,-0.625,0.0,0.41,1,0.8203567266464233,1,risky,risky,
2023-04-01,contract_21_2_1,8,0.6666666666666666,0.5,-0.5,-0.25,0.41,1,0.83975750207901,1,risky,healthy,risky
2023-05-01,contract_21_2_1,9,0.75,-0.3333333333333333,0.125,0.0,0.41,1,0.606608510017395,1,healthy,risky,
2023-06-01,contract_21_2_1,10,0.8333333333333334,0.1666666666666666,0.125,-0.125,0.41,1,0.6684043407440186,1,healthy,healthy,risky
2023-07-01,contract_21_2_1,11,0.9166666666666666,0.0,0.375,0.125,0.41,1,0.48847496509552,0,healthy,normal,healthy
2023-08-01,contract_21_2_1,12,1.0,-0.8333333333333333,0.375,0.375,0.41,1,0.5701706409454346,1,healthy,risky,healthy
2021-09-01,contract_21_1_6,1,0.0833333333333333,-0.6666666666666666,0.0,0.0,0.26,0,0.2944948971271515,0,,risky,
2021-10-01,contract_21_1_6,2,0.1666666666666666,-0.3333333333333333,0.0,-0.25,0.26,0,0.11939118802547455,0,,risky,risky
2021-11-01,contract_21_1_6,3,0.25,0.6666666666666666,0.0,0.5,0.26,0,0.0001525590050732717,0,,healthy,healthy
2021-12-01,contract_21_1_6,4,0.3333333333333333,-0.1666666666666666,0.0,0.625,0.26,0,4.851634366787039e-05,0,,risky,healthy
2022-01-01,contract_21_1_6,5,0.4166666666666667,0.5,0.0,0.5,0.26,0,0.0002765518147498369,0,,healthy,healthy
2022-02-01,contract_21_1_6,6,0.5,-0.1666666666666666,0.0,0.625,0.26,0,4.151688335696235e-05,0,,risky,healthy
2022-03-01,contract_21_1_6,7,0.5833333333333334,0.1666666666666666,0.0,0.625,0.26,0,5.7649511290946975e-05,0,,healthy,healthy
2022-04-01,contract_21_1_6,8,0.6666666666666666,0.5,0.0,0.0,0.26,0,0.26898813247680664,0,,healthy,
2022-05-01,contract_21_1_6,9,0.75,0.5,0.0,0.75,0.26,0,2.6402471121400595e-05,0,,healthy,healthy
2022-06-01,contract_21_1_6,10,0.8333333333333334,0.0,0.0,0.75,0.26,0,1.726419031911064e-05,0,,normal,healthy
2022-07-01,contract_21_1_6,11,0.9166666666666666,0.1666666666666666,0.0,0.75,0.26,0,2.5874387574731372e-05,0,,healthy,healthy
2022-08-01,contract_21_1_6,12,1.0,-0.1666666666666666,0.0,0.75,0.26,0,5.103295552544296e-05,0,,risky,healthy
2022-09-01,contract_21_2_2,1,0.0833333333333333,-0.3333333333333333,0.0,0.0,0.71,1,0.7805419564247131,1,,risky,
2022-10-01,contract_21_2_2,2,0.1666666666666666,-0.1666666666666666,0.0,0.0,0.71,1,0.6675982475280762,1,,risky,
2022-11-01,contract_21_2_2,3,0.25,-0.1666666666666666,-0.375,0.0,0.71,1,0.864243745803833,1,risky,risky,
2022-12-01,contract_21_2_2,4,0.3333333333333333,-0.1666666666666666,-0.25,-0.375,0.71,1,0.9323354363441467,1,risky,risky,risky
2023-01-01,contract_21_2_2,5,0.4166666666666667,-0.1666666666666666,-0.125,0.0,0.71,1,0.724787175655365,1,risky,risky,
2023-02-01,contract_21_2_2,6,0.5,0.5,0.0,0.0,0.71,1,0.7898834943771362,1,normal,healthy,
2023-03-01,contract_21_2_2,7,0.5833333333333334,0.5,0.0,0.0,0.71,1,0.7618299722671509,1,normal,healthy,
2023-04-01,contract_21_2_2,8,0.6666666666666666,0.5,0.0,-0.25,0.71,1,0.9318687319755554,1,normal,healthy,risky
2023-05-01,contract_21_2_2,9,0.75,0.8333333333333333,-0.125,0.0,0.71,1,0.9128875732421875,1,risky,healthy,
2023-06-01,contract_21_2_2,10,0.8333333333333334,-0.5,0.0,-0.125,0.71,1,0.9471408724784851,1,normal,risky,risky
2023-07-01,contract_21_2_2,11,0.9166666666666666,0.1666666666666666,0.0,0.0,0.71,1,0.7164457440376282,1,normal,healthy,
2023-08-01,contract_21_2_2,12,1.0,0.6666666666666666,0.0,0.0,0.71,1,0.8679717779159546,1,normal,healthy,
2021-09-01,contract_21_1_7,1,0.0833333333333333,0.3333333333333333,0.0,0.125,0.01,0,0.04986150190234184,0,,healthy,healthy
2021-10-01,contract_21_1_7,2,0.1666666666666666,0.1666666666666666,-0.375,0.0,0.01,0,0.21936947107315063,0,risky,healthy,
2021-11-01,contract_21_1_7,3,0.25,-0.1666666666666666,-0.25,0.375,0.01,0,0.0005558159900829196,0,risky,risky,healthy
2021-12-01,contract_21_1_7,4,0.3333333333333333,-0.5,-0.25,0.5,0.01,0,0.0006176122697070241,0,risky,risky,healthy
2022-01-01,contract_21_1_7,5,0.4166666666666667,-0.1666666666666666,0.0,0.25,0.01,0,0.0011217539431527257,0,normal,risky,healthy
2022-02-01,contract_21_1_7,6,0.5,0.5,-0.125,0.0,0.01,0,0.18105831742286682,0,risky,healthy,
2022-03-01,contract_21_1_7,7,0.5833333333333334,-0.1666666666666666,0.0,0.0,0.01,0,0.11226656287908554,0,normal,risky,
2022-04-01,contract_21_1_7,8,0.6666666666666666,0.3333333333333333,0.0,0.5,0.01,0,0.002020265208557248,0,normal,healthy,healthy
2022-05-01,contract_21_1_7,9,0.75,-0.5,-0.125,0.625,0.01,0,0.007931961677968502,0,risky,risky,healthy
2022-06-01,contract_21_1_7,10,0.8333333333333334,0.1666666666666666,0.625,0.75,0.01,0,0.00046295716310851276,0,healthy,healthy,healthy
2022-07-01,contract_21_1_7,11,0.9166666666666666,0.5,0.75,0.75,0.01,0,0.0007705699536018074,0,healthy,healthy,healthy
2022-08-01,contract_21_1_7,12,1.0,-0.1666666666666666,0.625,0.75,0.01,0,0.00027022912399843335,0,healthy,risky,healthy
2022-09-01,contract_21_2_3,1,0.0833333333333333,0.1666666666666667,0.0,-0.25,0.73,1,0.6618421077728271,1,,healthy,risky
2022-10-01,contract_21_2_3,2,0.1666666666666666,-0.1666666666666666,0.0,0.0,0.73,1,0.8189005851745605,1,,risky,
2022-11-01,contract_21_2_3,3,0.25,-0.1666666666666666,0.0,0.0,0.73,1,0.8342490792274475,1,,risky,
2022-12-01,contract_21_2_3,4,0.3333333333333333,-0.1666666666666666,0.0,0.0,0.73,1,0.8413934111595154,1,,risky,
2023-01-01,contract_21_2_3,5,0.4166666666666667,0.3333333333333333,0.0,0.0,0.73,1,0.8324885964393616,1,,healthy,
2023-02-01,contract_21_2_3,6,0.5,0.1666666666666666,0.0,0.0,0.73,1,0.837929368019104,1,,healthy,
2023-03-01,contract_21_2_3,7,0.5833333333333334,0.3333333333333333,0.0,-0.125,0.73,1,0.8364359140396118,1,,healthy,risky
2023-04-01,contract_21_2_3,8,0.6666666666666666,0.5,-0.25,0.0,0.73,1,0.8645985126495361,1,risky,healthy,
2023-05-01,contract_21_2_3,9,0.75,0.1666666666666666,-0.125,0.0,0.73,1,0.9194586277008057,1,risky,healthy,
2023-06-01,contract_21_2_3,10,0.8333333333333334,0.8333333333333333,-0.125,0.0,0.73,1,0.9630492925643921,1,risky,healthy,
2023-07-01,contract_21_2_3,11,0.9166666666666666,0.0,-0.25,0.0,0.73,1,0.8436256051063538,1,risky,normal,
2023-08-01,contract_21_2_3,12,1.0,0.5,-0.25,0.25,0.73,1,0.8526830673217773,1,risky,healthy,healthy
2021-09-01,contract_21_1_8,1,0.0833333333333333,-0.1666666666666666,0.0,-0.375,0.0,0,0.00601193867623806,0,,risky,risky
2021-10-01,contract_21_1_8,2,0.1666666666666666,-0.1666666666666666,0.0,0.0,0.0,0,0.03464801609516144,0,,risky,
2021-11-01,contract_21_1_8,3,0.25,0.1666666666666666,0.0,0.0,0.0,0,0.006976809818297625,0,,healthy,
2021-12-01,contract_21_1_8,4,0.3333333333333333,-0.8333333333333333,0.0,0.0,0.0,0,0.035890329629182816,0,,risky,
2022-01-01,contract_21_1_8,5,0.4166666666666667,0.5,0.0,0.0,0.0,0,0.0015742479590699077,0,,healthy,
2022-02-01,contract_21_1_8,6,0.5,0.5,0.0,0.0,0.0,0,0.002804799936711788,0,,healthy,normal
2022-03-01,contract_21_1_8,7,0.5833333333333334,-0.6666666666666666,0.0,0.0,0.0,0,0.22059981524944305,0,,risky,
2022-04-01,contract_21_1_8,8,0.6666666666666666,-0.1666666666666666,0.0,0.125,0.0,0,0.010068362578749657,0,,risky,healthy
2022-05-01,contract_21_1_8,9,0.75,0.1666666666666666,0.0,0.0,0.0,0,0.0036575866397470236,0,,healthy,
2022-06-01,contract_21_1_8,10,0.8333333333333334,-0.5,0.0,0.375,0.0,0,0.004791636485606432,0,,risky,healthy
2022-07-01,contract_21_1_8,11,0.9166666666666666,0.3333333333333333,0.0,0.625,0.0,0,7.294519309652969e-05,0,,healthy,healthy
2022-08-01,contract_21_1_8,12,1.0,-0.1666666666666666,0.0,0.0,0.0,0,0.04885842278599739,0,,risky,
2022-09-01,contract_21_2_4,1,0.0833333333333333,0.3333333333333333,0.0,0.125,0.38,1,0.0958959236741066,0,,healthy,healthy
2022-10-01,contract_21_2_4,2,0.1666666666666666,0.0,0.0,0.0,0.38,1,0.45915040373802185,0,,normal,
2022-11-01,contract_21_2_4,3,0.25,0.6666666666666666,-0.5,0.25,0.38,1,0.5492944717407227,1,risky,healthy,healthy
2022-12-01,contract_21_2_4,4,0.3333333333333333,0.1666666666666666,-0.375,0.375,0.38,1,0.6376700401306152,1,risky,healthy,healthy
2023-01-01,contract_21_2_4,5,0.4166666666666667,-0.1666666666666666,-0.125,0.0,0.38,1,0.42212092876434326,0,risky,risky,
2023-02-01,contract_21_2_4,6,0.5,0.5,0.25,0.0,0.38,1,0.6182133555412292,1,healthy,healthy,
2023-03-01,contract_21_2_4,7,0.5833333333333334,-0.5,0.375,0.0,0.38,1,0.8354997634887695,1,healthy,risky,
2023-04-01,contract_21_2_4,8,0.6666666666666666,-0.5,0.25,0.375,0.38,1,0.7364435195922852,1,healthy,risky,healthy
2023-05-01,contract_21_2_4,9,0.75,0.5,0.5,0.0,0.38,1,0.8550536632537842,1,healthy,healthy,
2023-06-01,contract_21_2_4,10,0.8333333333333334,-0.1666666666666666,0.375,0.0,0.38,1,0.7383677363395691,1,healthy,risky,
