contract_id,FOM,MOC,POC,contract_status,total_activities,meeting_count,email_count,postal_count,invitation_count,training_count,checkin_count,onboarding_count,renewal_pricing_count,inperson_count,demo_count,gift_count,document_count,total_duration,average_duration,attend_count,not_attend_count,cancel_count,high_priority_count,negative_sentiment_count,agg_total_activities,agg_meeting_count,agg_email_count,agg_postal_count,agg_invitation_count,agg_training_count,agg_checkin_count,agg_onboarding_count,agg_renewal_pricing_count,agg_inperson_count,agg_demo_count,agg_gift_count,agg_document_count,agg_total_duration,agg_attend_count,agg_not_attend_count,agg_cancel_count,agg_high_priority_count,agg_negative_sentiment_count,rolling_avg_average_duration,mom_total_activities,mom_total_duration,mom_attend_count,mom_not_attend_count,mom_cancel_count,mom_high_priority_count,mom_negative_sentiment_count,contract_year,agg_total_activities_label,agg_total_activities_median_ischr,agg_total_activities_median_isup,agg_total_duration_label,agg_total_duration_median_ischr,agg_total_duration_median_isup,agg_attend_count_label,agg_attend_count_median_ischr,agg_attend_count_median_isup,agg_not_attend_count_label,agg_not_attend_count_median_ischr,agg_not_attend_count_median_isup,agg_cancel_count_label,agg_cancel_count_median_ischr,agg_cancel_count_median_isup,agg_high_priority_count_label,agg_high_priority_count_median_ischr,agg_high_priority_count_median_isup,agg_negative_sentiment_count_label,agg_negative_sentiment_count_median_ischr,agg_negative_sentiment_count_median_isup
contract_22_1_3,2021-05-01,5,0.4166666666666667,churned,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,0,30,1,0,0,2,0,30.0,0.0,-30.0,-1.0,0.0,0.0,0.0,0.0,2021,normal,2.0,7.0,risky,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_3,2021-07-01,7,0.5833333333333334,churned,1,1,0,0,1,0,0,0,0,0,0,0,0,120,120.0,1,0,0,0,1,3,2,0,1,1,1,0,0,1,0,0,0,0,150,2,0,0,2,1,75.0,0.0,120.0,1.0,0.0,0.0,-1.0,1.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_3,2021-08-01,8,0.6666666666666666,churned,1,1,0,0,0,0,1,0,0,0,0,0,0,30,30.0,1,0,0,1,0,4,3,0,1,1,1,1,0,1,0,0,0,0,180,3,0,0,3,1,60.0,0.0,-90.0,0.0,0.0,0.0,1.0,-1.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_3,2021-11-01,11,0.9166666666666666,churned,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,3,0,2,2,1,1,0,1,0,0,0,0,180,3,0,0,3,1,60.0,0.0,-30.0,-1.0,0.0,0.0,-1.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_4,2021-03-01,3,0.25,churned,1,1,0,0,0,0,0,1,0,0,0,0,0,90,90.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,90,1,0,0,0,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,risky,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_1_4,2021-09-01,9,0.75,churned,1,1,0,0,0,0,0,1,0,0,0,0,0,90,90.0,1,0,0,1,0,2,2,0,0,0,0,0,2,0,0,0,0,0,180,2,0,0,1,0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_4,2021-10-01,10,0.8333333333333334,churned,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,2,0,1,0,1,0,2,0,0,0,0,0,180,2,0,0,1,0,90.0,0.0,-90.0,-1.0,0.0,0.0,-1.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_4,2021-11-01,11,0.9166666666666666,churned,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,4,2,1,1,0,1,0,2,1,0,0,0,0,180,2,0,0,1,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_5,2021-01-01,1,0.08333333333333333,unknown,2,1,1,0,0,0,0,1,1,0,0,0,0,90,90.0,1,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,90,1,0,0,0,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_1_5,2021-03-01,3,0.25,unknown,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,3,1,2,0,0,0,0,1,2,0,0,0,0,90,1,0,0,0,0,90.0,-1.0,-90.0,-1.0,0.0,0.0,0.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_1_5,2021-04-01,4,0.3333333333333333,unknown,2,2,0,0,0,1,0,1,0,0,0,0,0,120,30.0,1,0,1,0,0,5,3,2,0,0,1,0,2,2,0,0,0,0,210,2,0,1,0,0,60.0,1.0,120.0,1.0,0.0,1.0,0.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_1_5,2021-05-01,5,0.4166666666666667,unknown,2,2,0,0,0,0,0,0,2,0,0,0,0,90,45.0,2,0,0,1,0,7,5,2,0,0,1,0,2,4,0,0,0,0,300,4,0,1,1,0,55.0,0.0,-30.0,1.0,0.0,-1.0,1.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_5,2021-07-01,7,0.5833333333333334,unknown,3,2,1,0,1,0,1,0,1,0,0,0,0,210,90.0,1,1,0,1,0,10,7,3,0,1,1,1,2,5,0,0,0,0,510,5,1,1,2,0,63.75,1.0,120.0,-1.0,1.0,0.0,0.0,0.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_5,2021-08-01,8,0.6666666666666666,unknown,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,11,7,3,1,1,2,1,2,5,0,0,0,0,510,5,1,1,3,0,63.75,-2.0,-210.0,-1.0,-1.0,0.0,0.0,0.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_5,2021-09-01,9,0.75,unknown,2,1,1,0,0,0,1,0,0,1,0,0,0,30,30.0,1,0,0,0,0,13,8,4,1,1,2,2,2,5,1,0,0,0,540,6,1,1,3,0,57.0,1.0,30.0,1.0,0.0,0.0,-1.0,0.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_5,2021-10-01,10,0.8333333333333334,unknown,1,1,0,0,0,1,0,0,0,0,0,0,0,120,120.0,1,0,0,1,0,14,9,4,1,1,3,2,2,5,1,0,0,0,660,7,1,1,4,0,67.5,-1.0,90.0,0.0,0.0,0.0,1.0,0.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_5,2021-11-01,11,0.9166666666666666,unknown,3,1,1,1,0,2,0,0,0,1,0,0,0,120,120.0,1,0,0,2,0,17,10,5,2,1,5,2,2,5,2,0,0,0,780,8,1,1,6,0,75.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_6,2021-02-01,2,0.16666666666666666,unknown,2,1,1,0,1,0,1,0,0,0,0,0,0,60,,0,1,0,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,60,0,1,0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,2.0,7.0,risky,90.0,360.0,risky,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_6,2021-06-01,6,0.5,unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,3,1,2,0,1,0,2,0,0,0,0,0,0,60,0,1,0,1,0,,-1.0,-60.0,0.0,-1.0,0.0,-1.0,0.0,2021,normal,2.0,7.0,risky,90.0,360.0,risky,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_6,2021-07-01,7,0.5833333333333334,unknown,2,1,0,1,1,0,0,0,0,0,1,0,0,60,60.0,1,0,0,1,0,5,2,2,1,2,0,2,0,0,0,1,0,0,120,1,1,0,2,0,60.0,1.0,60.0,1.0,0.0,0.0,1.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_6,2021-08-01,8,0.6666666666666666,unknown,2,1,1,0,0,0,0,1,1,0,0,0,0,60,60.0,1,0,0,0,0,7,3,3,1,2,0,2,1,1,0,1,0,0,180,2,1,0,2,0,60.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_6,2021-09-01,9,0.75,unknown,2,2,0,0,0,0,1,0,0,0,1,0,0,150,30.0,1,1,0,1,0,9,5,3,1,2,0,3,1,1,0,2,0,0,330,3,2,0,3,0,50.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,2021,healthy,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_6,2021-10-01,10,0.8333333333333334,unknown,3,2,0,1,0,1,2,0,0,0,0,0,0,90,45.0,2,0,0,1,1,12,7,3,2,2,1,5,1,1,0,2,0,0,420,5,2,0,4,1,48.75,1.0,-60.0,1.0,-1.0,0.0,0.0,1.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_6,2021-12-01,12,1.0,unknown,3,2,0,1,1,1,0,1,0,0,0,0,0,240,120.0,1,1,0,1,0,15,9,3,3,3,2,5,2,1,0,2,0,0,660,6,3,0,5,1,63.0,0.0,150.0,-1.0,1.0,0.0,0.0,-1.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_7,2021-03-01,3,0.25,upsell,1,1,0,0,0,0,0,0,1,0,0,0,0,90,90.0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,90,1,0,0,0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,risky,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_1_7,2021-04-01,4,0.3333333333333333,upsell,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,90,1,0,0,0,1,90.0,0.0,-90.0,-1.0,0.0,0.0,0.0,-1.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_1_7,2021-05-01,5,0.4166666666666667,upsell,2,2,0,0,0,0,0,0,1,0,1,0,0,240,120.0,2,0,0,0,0,4,3,0,1,0,0,0,0,2,0,1,1,0,330,3,0,0,0,1,105.0,1.0,240.0,2.0,0.0,0.0,0.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_1_7,2021-06-01,6,0.5,upsell,1,1,0,0,0,0,0,0,0,0,1,0,0,60,60.0,1,0,0,1,0,5,4,0,1,0,0,0,0,2,0,2,1,0,390,4,0,0,1,1,90.0,-1.0,-180.0,-1.0,0.0,0.0,1.0,0.0,2021,normal,2.0,7.0,healthy,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_7,2021-07-01,7,0.5833333333333334,upsell,4,3,1,0,1,0,0,1,2,0,0,0,0,270,90.0,3,0,0,0,2,9,7,1,1,1,0,0,1,4,0,2,1,0,660,7,0,0,1,3,90.0,3.0,210.0,2.0,0.0,0.0,-1.0,2.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,healthy,0.0,1.0
contract_22_1_7,2021-08-01,8,0.6666666666666666,upsell,3,3,0,0,0,1,1,0,1,0,0,0,0,210,60.0,2,1,0,0,1,12,10,1,1,1,1,1,1,5,0,2,1,0,870,9,1,0,1,4,84.0,-1.0,-60.0,-1.0,1.0,0.0,0.0,-1.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,healthy,0.0,1.0
contract_22_1_7,2021-09-01,9,0.75,upsell,1,1,0,0,0,0,0,0,0,1,0,0,0,90,90.0,1,0,0,1,0,13,11,1,1,1,1,1,1,5,1,2,1,0,960,10,1,0,2,4,85.0,-2.0,-120.0,-1.0,-1.0,0.0,1.0,-1.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,healthy,0.0,1.0
contract_22_1_7,2021-12-01,12,1.0,upsell,2,2,0,0,0,1,0,0,1,0,0,0,0,120,60.0,1,1,0,2,0,15,13,1,1,1,2,1,1,6,1,2,1,0,1080,11,2,0,4,4,81.42857142857143,1.0,30.0,0.0,1.0,0.0,1.0,0.0,2021,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_22_1_8,2021-01-01,1,0.08333333333333333,unknown,1,1,0,0,0,1,0,0,0,0,0,0,0,90,90.0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,90,1,0,0,1,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,risky,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_8,2021-03-01,3,0.25,unknown,1,1,0,0,0,0,0,0,0,1,0,0,0,120,120.0,1,0,0,1,0,2,2,0,0,0,1,0,0,0,1,0,0,0,210,2,0,0,2,0,105.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_8,2021-07-01,7,0.5833333333333334,unknown,1,1,0,0,0,0,0,0,0,1,0,0,0,60,,0,1,0,0,0,3,3,0,0,0,1,0,0,0,2,0,0,0,270,2,1,0,2,0,105.0,0.0,-60.0,-1.0,1.0,0.0,-1.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_8,2021-10-01,10,0.8333333333333334,unknown,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,3,0,1,1,1,0,0,0,2,0,0,0,270,2,1,0,2,0,105.0,0.0,-60.0,0.0,-1.0,0.0,0.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_8,2021-11-01,11,0.9166666666666666,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,5,3,1,1,1,1,0,0,0,2,0,0,1,270,2,1,0,3,0,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_22_1_9,2021-05-01,5,0.4166666666666667,unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,90,90.0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,90,1,0,0,1,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,risky,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_9,2021-06-01,6,0.5,unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,30,30.0,1,0,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,120,2,0,0,2,0,60.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_9,2021-07-01,7,0.5833333333333334,unknown,1,1,0,0,0,0,0,0,0,0,1,0,0,90,,0,1,0,0,0,3,3,0,0,0,0,1,1,0,0,1,0,0,210,2,1,0,2,0,60.0,0.0,60.0,-1.0,1.0,0.0,-1.0,0.0,2021,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_9,2021-08-01,8,0.6666666666666666,unknown,3,3,0,0,0,0,0,1,1,1,0,0,0,270,90.0,3,0,0,0,0,6,6,0,0,0,0,1,2,1,1,1,0,0,480,5,1,0,2,0,70.0,2.0,180.0,3.0,-1.0,0.0,0.0,0.0,2021,normal,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_1_9,2021-12-01,12,1.0,unknown,1,1,0,0,0,0,0,0,0,0,1,0,0,60,60.0,1,0,0,0,1,7,7,0,0,0,0,1,2,1,1,2,0,0,540,6,1,0,2,1,67.5,-2.0,-210.0,-2.0,0.0,0.0,0.0,1.0,2021,normal,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_2_1,2022-01-01,1,0.08333333333333333,churned,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,risky,2.0,6.0,risky,120.0,330.0,risky,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_2_1,2022-10-01,10,0.8333333333333334,churned,1,1,0,0,0,0,0,0,1,0,0,0,0,30,30.0,1,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,30,1,0,0,1,0,30.0,0.0,30.0,1.0,0.0,0.0,1.0,0.0,2022,normal,2.0,6.0,risky,120.0,330.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_2_1,2022-11-01,11,0.9166666666666666,churned,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,3,1,2,0,1,0,0,0,2,0,0,0,0,30,1,0,0,1,0,30.0,0.0,-30.0,-1.0,0.0,0.0,-1.0,0.0,2022,normal,2.0,6.0,risky,120.0,330.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_2_1,2022-12-01,12,1.0,churned,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,4,1,3,0,1,0,0,0,3,0,0,0,0,30,1,0,0,1,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,2.0,6.0,risky,120.0,330.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_22_2_10,2022-01-01,1,0.08333333333333333,unknown,4,4,0,0,0,1,1,0,1,0,1,0,0,330,82.5,4,0,0,1,2,4,4,0,0,0,1,1,0,1,0,1,0,0,330,4,0,0,1,2,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,2.0,6.0,normal,120.0,330.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,healthy,0.0,1.0
contract_22_2_10,2022-02-01,2,0.16666666666666666,unknown,2,0,2,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,6,4,2,0,1,1,2,0,1,0,1,0,0,330,4,0,0,2,2,82.5,-2.0,-330.0,-4.0,0.0,0.0,0.0,-2.0,2022,normal,2.0,6.0,normal,120.0,330.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,healthy,0.0,1.0
contract_22_2_10,2022-03-01,3,0.25,unknown,2,2,0,0,1,1,0,0,0,0,0,0,0,120,30.0,1,1,0,1,0,8,6,2,0,2,2,2,0,1,0,1,0,0,450,5,1,0,3,2,56.25,0.0,120.0,1.0,1.0,0.0,0.0,0.0,2022,healthy,2.0,6.0,healthy,120.0,330.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_22_2_10,2022-04-01,4,0.3333333333333333,unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,9,6,3,0,2,2,3,0,1,0,1,0,0,450,5,1,0,3,2,56.25,-1.0,-120.0,-1.0,-1.0,0.0,-1.0,0.0,2022,healthy,2.0,6.0,healthy,120.0,330.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_22_2_10,2022-05-01,5,0.4166666666666667,unknown,1,1,0,0,1,0,0,0,0,0,0,0,0,90,90.0,1,0,0,0,0,10,7,3,0,3,2,3,0,1,0,1,0,0,540,6,1,0,3,2,67.5,0.0,90.0,1.0,0.0,0.0,0.0,0.0,2022,healthy,2.0,6.0,healthy,120.0,330.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_22_2_10,2022-06-01,6,0.5,unknown,3,1,1,1,1,1,0,0,0,0,0,0,1,60,60.0,1,0,0,1,0,13,8,4,1,4,3,3,0,1,0,1,0,1,600,7,1,0,4,2,65.625,2.0,-30.0,0.0,0.0,0.0,1.0,0.0,2022,healthy,2.0,6.0,healthy,120.0,330.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_22_2_10,2022-08-01,8,0.6666666666666666,unknown,1,1,0,0,1,0,0,0,0,0,0,0,0,60,60.0,1,0,0,0,0,14,9,4,1,5,3,3,0,1,0,1,0,1,660,8,1,0,4,2,64.5,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,2022,healthy,2.0,6.0,healthy,120.0,330.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_22_2_10,2022-09-01,9,0.75,unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,60,60.0,1,0,0,0,0,15,10,4,1,5,3,3,1,1,0,1,0,1,720,9,1,0,4,2,63.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,healthy,2.0,6.0,healthy,120.0,330.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_22_2_10,2022-11-01,11,0.9166666666666666,unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,30,30.0,1,0,0,1,0,16,11,4,1,5,3,3,2,1,0,1,0,1,750,10,1,0,5,2,58.92857142857143,0.0,-30.0,0.0,0.0,0.0,1.0,0.0,2022,healthy,2.0,6.0,healthy,120.0,330.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_22_2_10,2022-12-01,12,1.0,unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,30,30.0,1,0,0,1,0,17,12,4,1,5,3,3,3,1,0,1,0,1,780,11,1,0,6,2,55.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,healthy,2.0,6.0,healthy,120.0,330.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_22_2_11,2022-05-01,5,0.4166666666666667,upsell,1,1,0,0,0,1,0,0,0,0,0,0,0,30,30.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,30,1,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,risky,2.0,6.0,risky,120.0,330.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_2_11,2022-06-01,6,0.5,upsell,1,1,0,0,0,1,0,0,0,0,0,0,0,30,30.0,1,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,60,2,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,2.0,6.0,risky,120.0,330.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_22_2_11,2022-07-01,7,0.5833333333333334,upsell,1,1,0,0,0,0,1,0,0,0,0,0,0,90,90.0,1,0,0,0,0,3,3,0,0,0,2,1,0,0,0,0,0,0,150,3,0,0,0,0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2022,normal,2.0,6.0,normal,120.0,330.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
