FOM,ticket_id,account_id,contract_id,ticket_creation_date,ticket_close_date,response_time,resolution_time,priority,ticket_subject,status,num_previous_tickets_same_subject
2022-05-01,ticket_1829,account_227,contract_20_1_14,2021-08-04,2021-08-22,5,18,Medium,issue_3,In Progress,1
2022-07-01,ticket_1829,account_227,contract_20_1_14,2021-08-04,2021-08-22,5,18,Medium,issue_3,Resolved,2
2022-01-01,ticket_5649,account_227,contract_20_1_14,2021-11-17,2021-11-22,4,5,Low,issue_3,Closed,3
2022-02-01,ticket_5649,account_227,contract_20_1_14,2021-11-17,2021-11-22,4,5,Low,issue_3,In Progress,4
2021-11-01,ticket_1829,account_227,contract_20_1_14,2021-08-04,2021-08-22,5,18,Medium,issue_4,Resolved,0
2022-06-01,ticket_5649,account_227,contract_20_1_14,2021-11-17,2021-11-22,4,5,Low,issue_4,Open,1
2022-07-01,ticket_5649,account_227,contract_20_1_14,2021-11-17,2021-11-22,4,5,Low,issue_4,Open,2
2022-05-01,ticket_6118,account_227,contract_20_1_14,2022-02-11,2022-02-19,4,8,High,issue_4,Closed,3
2022-06-01,ticket_6118,account_227,contract_20_1_14,2022-02-11,2022-02-19,4,8,High,issue_4,Resolved,4
2022-10-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,,2,39,High,issue_1,Closed,0
2023-04-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,2022-11-05,2,39,High,issue_1,Pending,1
2023-06-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,2022-11-05,2,39,High,issue_1,Open,2
2023-07-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,2022-11-05,2,39,High,issue_1,Closed,3
2023-07-01,ticket_7554,account_227,contract_20_2_12,2023-05-27,2023-07-16,9,50,Medium,issue_1,Resolved,4
2022-11-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,2022-11-05,2,39,High,issue_2,Closed,0
2023-02-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,2022-11-05,2,39,High,issue_2,Resolved,1
2023-06-01,ticket_7554,account_227,contract_20_2_12,2023-05-27,,9,50,Medium,issue_2,Pending,2
2022-12-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,2022-11-05,2,39,High,issue_3,Closed,0
2023-01-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,2022-11-05,2,39,High,issue_3,Resolved,1
2023-03-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,2022-11-05,2,39,High,issue_3,Pending,2
2023-05-01,ticket_6502,account_227,contract_20_2_12,2022-09-27,2022-11-05,2,39,High,issue_4,Closed,0
2024-03-01,ticket_3633,account_227,contract_20_3_5,2024-02-23,,9,53,Low,issue_2,In Progress,0
2024-06-01,ticket_3633,account_227,contract_20_3_5,2024-02-23,2024-04-16,9,53,Low,issue_2,Open,1
2024-07-01,ticket_3633,account_227,contract_20_3_5,2024-02-23,2024-04-16,9,53,Low,issue_2,In Progress,2
2024-05-01,ticket_3633,account_227,contract_20_3_5,2024-02-23,2024-04-16,9,53,Low,issue_3,Pending,0
2024-04-01,ticket_3633,account_227,contract_20_3_5,2024-02-23,2024-04-16,9,53,Low,issue_4,Resolved,0
2023-11-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_1,Closed,0
2024-04-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_1,Resolved,1
2024-05-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_1,In Progress,2
2024-06-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_1,In Progress,3
2024-07-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_1,Open,4
2024-04-01,ticket_7160,account_228,contract_20_3_6,2023-12-09,2024-02-08,1,61,Critical,issue_1,Open,5
2024-04-01,ticket_3065,account_228,contract_20_3_6,2024-03-07,2024-04-20,7,44,Low,issue_1,Resolved,6
2024-07-01,ticket_8872,account_228,contract_20_3_6,2024-06-09,2024-06-23,3,14,High,issue_1,Resolved,7
2023-10-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_2,Open,0
2023-12-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_2,Open,1
2024-02-01,ticket_7160,account_228,contract_20_3_6,2023-12-09,2024-02-08,1,61,Critical,issue_2,Resolved,2
2024-05-01,ticket_7160,account_228,contract_20_3_6,2023-12-09,2024-02-08,1,61,Critical,issue_2,Open,3
2024-06-01,ticket_7160,account_228,contract_20_3_6,2023-12-09,2024-02-08,1,61,Critical,issue_2,Open,4
2024-07-01,ticket_7160,account_228,contract_20_3_6,2023-12-09,2024-02-08,1,61,Critical,issue_2,Open,5
2024-06-01,ticket_3065,account_228,contract_20_3_6,2024-03-07,2024-04-20,7,44,Low,issue_2,Pending,6
2024-01-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_3,Open,0
2024-01-01,ticket_7160,account_228,contract_20_3_6,2023-12-09,,1,61,Critical,issue_3,Resolved,1
2024-07-01,ticket_3065,account_228,contract_20_3_6,2024-03-07,2024-04-20,7,44,Low,issue_3,In Progress,2
2024-02-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_4,In Progress,0
2024-03-01,ticket_8151,account_228,contract_20_3_6,2023-09-24,2023-10-17,3,23,Medium,issue_4,In Progress,1
2024-03-01,ticket_7160,account_228,contract_20_3_6,2023-12-09,2024-02-08,1,61,Critical,issue_4,Open,2
2024-05-01,ticket_3065,account_228,contract_20_3_6,2024-03-07,2024-04-20,7,44,Low,issue_4,In Progress,3
2024-07-01,ticket_9005,account_229,contract_20_3_7,2024-05-21,2024-07-24,1,64,Critical,issue_2,Resolved,0
2024-06-01,ticket_9005,account_229,contract_20_3_7,2024-05-21,,1,64,Critical,issue_3,Resolved,0
2025-03-01,ticket_9226,account_229,contract_20_4_1,2024-12-24,2025-02-13,1,51,Critical,issue_1,Resolved,0
2025-06-01,ticket_9226,account_229,contract_20_4_1,2024-12-24,2025-02-13,1,51,Critical,issue_1,Resolved,1
2025-07-01,ticket_9226,account_229,contract_20_4_1,2024-12-24,2025-02-13,1,51,Critical,issue_2,Pending,0
2025-07-01,ticket_9279,account_229,contract_20_4_1,2025-03-18,2025-05-12,4,55,Low,issue_2,In Progress,1
2025-01-01,ticket_9226,account_229,contract_20_4_1,2024-12-24,,1,51,Critical,issue_3,In Progress,0
2025-04-01,ticket_9226,account_229,contract_20_4_1,2024-12-24,2025-02-13,1,51,Critical,issue_3,Open,1
2025-05-01,ticket_9279,account_229,contract_20_4_1,2025-03-18,2025-05-12,4,55,Low,issue_3,Pending,2
2025-06-01,ticket_9279,account_229,contract_20_4_1,2025-03-18,2025-05-12,4,55,Low,issue_3,Open,3
2025-07-01,ticket_7701,account_229,contract_20_4_1,2025-06-11,2025-06-29,5,18,Medium,issue_3,In Progress,4
2025-02-01,ticket_9226,account_229,contract_20_4_1,2024-12-24,2025-02-13,1,51,Critical,issue_4,In Progress,0
2025-05-01,ticket_9226,account_229,contract_20_4_1,2024-12-24,2025-02-13,1,51,Critical,issue_4,Resolved,1
2025-04-01,ticket_9279,account_229,contract_20_4_1,2025-03-18,,4,55,Low,issue_4,Resolved,2
2020-05-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_1,In Progress,0
2020-12-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_1,Pending,1
2021-02-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_1,In Progress,2
2020-07-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,2020-06-23,1,78,Critical,issue_1,Pending,3
2021-02-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,2020-06-23,1,78,Critical,issue_1,Open,4
2020-09-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_2,In Progress,0
2020-10-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_2,Pending,1
2021-01-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_2,Pending,2
2020-05-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,,1,78,Critical,issue_2,Resolved,3
2020-08-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,2020-06-23,1,78,Critical,issue_2,Open,4
2020-10-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,2020-06-23,1,78,Critical,issue_2,Resolved,5
2020-04-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_3,Open,0
2020-07-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_3,In Progress,1
2020-06-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,2020-06-23,1,78,Critical,issue_3,Open,2
2020-09-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,2020-06-23,1,78,Critical,issue_3,Open,3
2020-11-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,2020-06-23,1,78,Critical,issue_3,Closed,4
2020-06-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_4,In Progress,0
2020-08-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_4,Resolved,1
2020-11-01,ticket_4041,account_23,contract_3_1_4,2020-03-28,2020-03-31,2,3,Medium,issue_4,Pending,2
2020-12-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,2020-06-23,1,78,Critical,issue_4,Open,3
2021-01-01,ticket_1747,account_23,contract_3_1_4,2020-04-06,2020-06-23,1,78,Critical,issue_4,Pending,4
2022-02-01,ticket_8029,account_23,contract_3_2_3,2022-01-23,2022-02-08,15,16,Low,issue_3,Closed,0
2022-02-01,ticket_5757,account_23,contract_3_2_3,2022-01-24,2022-01-31,1,7,High,issue_4,Open,0
2023-04-01,ticket_6140,account_230,contract_20_2_15,2023-02-20,2023-02-23,1,3,Critical,issue_1,Pending,0
2023-06-01,ticket_9523,account_230,contract_20_2_15,2023-04-21,2023-05-01,7,10,Medium,issue_1,In Progress,1
2023-07-01,ticket_9523,account_230,contract_20_2_15,2023-04-21,2023-05-01,7,10,Medium,issue_1,Resolved,2
2023-03-01,ticket_6140,account_230,contract_20_2_15,2023-02-20,2023-02-23,1,3,Critical,issue_2,In Progress,0
2023-05-01,ticket_6140,account_230,contract_20_2_15,2023-02-20,2023-02-23,1,3,Critical,issue_2,In Progress,1
2023-07-01,ticket_6140,account_230,contract_20_2_15,2023-02-20,2023-02-23,1,3,Critical,issue_2,Closed,2
2023-06-01,ticket_6140,account_230,contract_20_2_15,2023-02-20,2023-02-23,1,3,Critical,issue_3,Closed,0
2023-05-01,ticket_9523,account_230,contract_20_2_15,2023-04-21,2023-05-01,7,10,Medium,issue_4,Pending,0
2022-06-01,ticket_2432,account_232,contract_21_1_2,2022-05-11,,8,87,Medium,issue_1,Open,0
2022-07-01,ticket_2432,account_232,contract_21_1_2,2022-05-11,,8,87,Medium,issue_1,Closed,1
2022-08-01,ticket_2432,account_232,contract_21_1_2,2022-05-11,2022-08-06,8,87,Medium,issue_3,Pending,0
2022-07-01,ticket_3115,account_232,contract_21_1_2,2022-06-27,,1,43,Critical,issue_3,Resolved,1
2022-08-01,ticket_3115,account_232,contract_21_1_2,2022-06-27,2022-08-09,1,43,Critical,issue_3,In Progress,2
2021-12-01,ticket_9971,account_233,contract_21_1_3,2021-11-28,,1,61,Critical,issue_1,In Progress,0
2022-03-01,ticket_9971,account_233,contract_21_1_3,2021-11-28,2022-01-28,1,61,Critical,issue_1,Open,1
2022-06-01,ticket_9329,account_233,contract_21_1_3,2022-02-01,2022-02-24,6,23,Medium,issue_1,Pending,2
2022-08-01,ticket_9329,account_233,contract_21_1_3,2022-02-01,2022-02-24,6,23,Medium,issue_1,In Progress,3
2022-04-01,ticket_9971,account_233,contract_21_1_3,2021-11-28,2022-01-28,1,61,Critical,issue_2,Resolved,0
2022-07-01,ticket_9971,account_233,contract_21_1_3,2021-11-28,2022-01-28,1,61,Critical,issue_2,Resolved,1
2022-03-01,ticket_9329,account_233,contract_21_1_3,2022-02-01,2022-02-24,6,23,Medium,issue_2,In Progress,2
2022-06-01,ticket_4243,account_233,contract_21_1_3,2022-05-09,2022-06-27,1,49,Medium,issue_2,Pending,3
2022-08-01,ticket_4243,account_233,contract_21_1_3,2022-05-09,2022-06-27,1,49,Medium,issue_2,Open,4
2022-05-01,ticket_9971,account_233,contract_21_1_3,2021-11-28,2022-01-28,1,61,Critical,issue_3,Open,0
2022-06-01,ticket_9971,account_233,contract_21_1_3,2021-11-28,2022-01-28,1,61,Critical,issue_3,In Progress,1
2022-02-01,ticket_9329,account_233,contract_21_1_3,2022-02-01,2022-02-24,6,23,Medium,issue_3,Resolved,2
2022-04-01,ticket_9329,account_233,contract_21_1_3,2022-02-01,2022-02-24,6,23,Medium,issue_3,In Progress,3
2022-05-01,ticket_9329,account_233,contract_21_1_3,2022-02-01,2022-02-24,6,23,Medium,issue_3,Open,4
2022-07-01,ticket_4243,account_233,contract_21_1_3,2022-05-09,2022-06-27,1,49,Medium,issue_3,Pending,5
2022-01-01,ticket_9971,account_233,contract_21_1_3,2021-11-28,2022-01-28,1,61,Critical,issue_4,Open,0
2022-02-01,ticket_9971,account_233,contract_21_1_3,2021-11-28,2022-01-28,1,61,Critical,issue_4,Open,1
2022-08-01,ticket_9971,account_233,contract_21_1_3,2021-11-28,2022-01-28,1,61,Critical,issue_4,Resolved,2
2022-07-01,ticket_9329,account_233,contract_21_1_3,2022-02-01,2022-02-24,6,23,Medium,issue_4,Closed,3
2022-07-01,ticket_8916,account_234,contract_21_1_4,2022-06-10,2022-07-25,3,45,High,issue_2,Pending,0
2022-08-01,ticket_8916,account_234,contract_21_1_4,2022-06-10,2022-07-25,3,45,High,issue_4,Open,0
2022-08-01,ticket_1430,account_234,contract_21_1_4,2022-07-02,2022-07-19,5,17,Low,issue_4,In Progress,1
2023-05-01,ticket_2043,account_235,contract_21_2_1,2023-04-28,,2,70,High,issue_1,Pending,0
2023-06-01,ticket_2043,account_235,contract_21_2_1,2023-04-28,,2,70,High,issue_1,Resolved,1
2023-07-01,ticket_2043,account_235,contract_21_2_1,2023-04-28,2023-07-07,2,70,High,issue_1,In Progress,2
2023-01-01,ticket_9270,account_235,contract_21_2_1,2022-12-05,2022-12-27,1,22,Critical,issue_2,In Progress,0
2023-04-01,ticket_9270,account_235,contract_21_2_1,2022-12-05,2022-12-27,1,22,Critical,issue_2,Open,1
2023-05-01,ticket_9270,account_235,contract_21_2_1,2022-12-05,2022-12-27,1,22,Critical,issue_2,Pending,2
2023-07-01,ticket_9270,account_235,contract_21_2_1,2022-12-05,2022-12-27,1,22,Critical,issue_2,Pending,3
2023-02-01,ticket_9270,account_235,contract_21_2_1,2022-12-05,2022-12-27,1,22,Critical,issue_3,In Progress,0
2023-06-01,ticket_9270,account_235,contract_21_2_1,2022-12-05,2022-12-27,1,22,Critical,issue_3,In Progress,1
2023-08-01,ticket_9270,account_235,contract_21_2_1,2022-12-05,2022-12-27,1,22,Critical,issue_3,In Progress,2
2023-08-01,ticket_2043,account_235,contract_21_2_1,2023-04-28,2023-07-07,2,70,High,issue_3,In Progress,3
2023-03-01,ticket_9270,account_235,contract_21_2_1,2022-12-05,2022-12-27,1,22,Critical,issue_4,In Progress,0
2023-05-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_1,In Progress,0
2023-01-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_2,Pending,0
2023-03-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_2,In Progress,1
2023-04-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_2,Open,2
2023-06-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_2,Open,3
2023-08-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_2,Resolved,4
2022-11-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_3,Resolved,0
2022-12-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_3,Resolved,1
2023-02-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_3,In Progress,2
2023-07-01,ticket_9167,account_236,contract_21_2_2,2022-10-31,2022-11-25,4,25,High,issue_3,Resolved,3
2022-02-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_1,Pending,0
2022-08-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_1,Pending,1
2022-05-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_2,In Progress,0
2022-06-01,ticket_2837,account_237,contract_21_1_7,2022-05-12,,4,78,High,issue_2,Closed,1
2022-08-01,ticket_2837,account_237,contract_21_1_7,2022-05-12,2022-07-29,4,78,High,issue_2,Open,2
2021-11-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_3,Open,0
2021-12-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_3,Open,1
2022-01-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_3,Pending,2
2022-04-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_3,Closed,3
2022-06-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_3,Closed,4
2022-07-01,ticket_2837,account_237,contract_21_1_7,2022-05-12,2022-07-29,4,78,High,issue_3,In Progress,5
2021-10-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,,4,45,High,issue_4,In Progress,0
2022-03-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_4,Pending,1
2022-07-01,ticket_3046,account_237,contract_21_1_7,2021-09-27,2021-11-11,4,45,High,issue_4,In Progress,2
2023-04-01,ticket_6802,account_237,contract_21_2_3,2023-03-05,2023-04-10,9,36,Medium,issue_1,In Progress,0
2023-05-01,ticket_6802,account_237,contract_21_2_3,2023-03-05,2023-04-10,9,36,Medium,issue_1,In Progress,1
2023-06-01,ticket_6802,account_237,contract_21_2_3,2023-03-05,2023-04-10,9,36,Medium,issue_1,Resolved,2
2023-07-01,ticket_6802,account_237,contract_21_2_3,2023-03-05,2023-04-10,9,36,Medium,issue_3,In Progress,0
2023-08-01,ticket_6802,account_237,contract_21_2_3,2023-03-05,2023-04-10,9,36,Medium,issue_4,Pending,0
2023-04-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,2022-12-16,1,49,Critical,issue_1,In Progress,0
2023-02-01,ticket_5785,account_238,contract_21_2_4,2023-01-25,,1,75,Critical,issue_1,Resolved,1
2023-03-01,ticket_5785,account_238,contract_21_2_4,2023-01-25,,1,75,Critical,issue_1,Pending,2
2023-08-01,ticket_5785,account_238,contract_21_2_4,2023-01-25,2023-04-10,1,75,Critical,issue_1,In Progress,3
2023-08-01,ticket_1642,account_238,contract_21_2_4,2023-07-11,2023-08-06,7,26,Low,issue_1,Pending,4
2022-11-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,,1,49,Critical,issue_2,Resolved,0
2023-06-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,2022-12-16,1,49,Critical,issue_2,Resolved,1
2023-07-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,2022-12-16,1,49,Critical,issue_2,Open,2
2023-08-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,2022-12-16,1,49,Critical,issue_2,Open,3
2023-01-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,2022-12-16,1,49,Critical,issue_3,Pending,0
2023-02-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,2022-12-16,1,49,Critical,issue_3,In Progress,1
2023-03-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,2022-12-16,1,49,Critical,issue_3,Open,2
2023-05-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,2022-12-16,1,49,Critical,issue_3,Resolved,3
2023-05-01,ticket_5785,account_238,contract_21_2_4,2023-01-25,2023-04-10,1,75,Critical,issue_3,Open,4
2023-07-01,ticket_5785,account_238,contract_21_2_4,2023-01-25,2023-04-10,1,75,Critical,issue_3,Open,5
2022-12-01,ticket_9379,account_238,contract_21_2_4,2022-10-28,2022-12-16,1,49,Critical,issue_4,Closed,0
2023-04-01,ticket_5785,account_238,contract_21_2_4,2023-01-25,2023-04-10,1,75,Critical,issue_4,In Progress,1
2023-06-01,ticket_5785,account_238,contract_21_2_4,2023-01-25,2023-04-10,1,75,Critical,issue_4,Closed,2
2022-04-01,ticket_2584,account_239,contract_21_1_9,2022-03-26,2022-03-28,1,2,Medium,issue_2,In Progress,0
2022-06-01,ticket_2584,account_239,contract_21_1_9,2022-03-26,2022-03-28,1,2,Medium,issue_2,In Progress,1
2022-07-01,ticket_2584,account_239,contract_21_1_9,2022-03-26,2022-03-28,1,2,Medium,issue_3,In Progress,0
2022-05-01,ticket_2584,account_239,contract_21_1_9,2022-03-26,2022-03-28,1,2,Medium,issue_4,In Progress,0
2022-08-01,ticket_2584,account_239,contract_21_1_9,2022-03-26,2022-03-28,1,2,Medium,issue_4,Open,1
2023-01-01,ticket_3492,account_239,contract_21_2_5,2022-12-29,,1,62,Critical,issue_1,Resolved,0
2023-04-01,ticket_3492,account_239,contract_21_2_5,2022-12-29,2023-03-01,1,62,Critical,issue_1,Pending,1
2023-07-01,ticket_3492,account_239,contract_21_2_5,2022-12-29,2023-03-01,1,62,Critical,issue_1,In Progress,2
2023-08-01,ticket_3492,account_239,contract_21_2_5,2022-12-29,2023-03-01,1,62,Critical,issue_1,In Progress,3
2023-04-01,ticket_4255,account_239,contract_21_2_5,2023-02-02,2023-04-27,1,84,Medium,issue_1,In Progress,4
2023-06-01,ticket_1097,account_239,contract_21_2_5,2023-05-19,,5,87,Medium,issue_1,Resolved,5
2023-07-01,ticket_1097,account_239,contract_21_2_5,2023-05-19,,5,87,Medium,issue_1,Closed,6
2023-05-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_2,In Progress,0
2023-06-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_2,Pending,1
2023-08-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_2,In Progress,2
2023-05-01,ticket_3492,account_239,contract_21_2_5,2022-12-29,2023-03-01,1,62,Critical,issue_2,Open,3
2023-06-01,ticket_3492,account_239,contract_21_2_5,2022-12-29,2023-03-01,1,62,Critical,issue_2,Closed,4
2023-05-01,ticket_4255,account_239,contract_21_2_5,2023-02-02,2023-04-27,1,84,Medium,issue_2,In Progress,5
2022-11-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_3,In Progress,0
2022-12-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_3,Pending,1
2023-01-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_3,Pending,2
2023-02-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_3,Closed,3
2023-03-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_3,In Progress,4
2023-07-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_3,Resolved,5
2023-02-01,ticket_3492,account_239,contract_21_2_5,2022-12-29,,1,62,Critical,issue_3,Open,6
2023-03-01,ticket_3492,account_239,contract_21_2_5,2022-12-29,2023-03-01,1,62,Critical,issue_3,Open,7
2023-06-01,ticket_4255,account_239,contract_21_2_5,2023-02-02,2023-04-27,1,84,Medium,issue_3,Pending,8
2023-07-01,ticket_4255,account_239,contract_21_2_5,2023-02-02,2023-04-27,1,84,Medium,issue_3,Pending,9
2022-10-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_4,Closed,0
2023-04-01,ticket_3179,account_239,contract_21_2_5,2022-09-13,2022-09-18,4,5,Medium,issue_4,Pending,1
2023-03-01,ticket_4255,account_239,contract_21_2_5,2023-02-02,,1,84,Medium,issue_4,In Progress,2
2023-08-01,ticket_4255,account_239,contract_21_2_5,2023-02-02,2023-04-27,1,84,Medium,issue_4,Pending,3
2023-08-01,ticket_1097,account_239,contract_21_2_5,2023-05-19,2023-08-14,5,87,Medium,issue_4,Pending,4
2020-12-01,ticket_1256,account_24,contract_3_1_5,2020-07-10,2020-09-01,1,53,Critical,issue_1,Open,0
2020-08-01,ticket_1256,account_24,contract_3_1_5,2020-07-10,,1,53,Critical,issue_2,Pending,0
2020-09-01,ticket_1256,account_24,contract_3_1_5,2020-07-10,2020-09-01,1,53,Critical,issue_2,Resolved,1
2020-10-01,ticket_1256,account_24,contract_3_1_5,2020-07-10,2020-09-01,1,53,Critical,issue_2,Resolved,2
2021-01-01,ticket_1256,account_24,contract_3_1_5,2020-07-10,2020-09-01,1,53,Critical,issue_2,Resolved,3
2021-02-01,ticket_1256,account_24,contract_3_1_5,2020-07-10,2020-09-01,1,53,Critical,issue_3,In Progress,0
2020-11-01,ticket_1256,account_24,contract_3_1_5,2020-07-10,2020-09-01,1,53,Critical,issue_4,Open,0
2021-02-01,ticket_8463,account_24,contract_3_1_5,2021-01-27,2021-02-14,1,18,Critical,issue_4,In Progress,1
2022-02-01,ticket_4310,account_24,contract_3_2_4,2022-01-07,2022-01-09,1,2,Low,issue_3,Closed,0
2022-06-01,ticket_5209,account_240,contract_21_1_10,2022-04-03,2022-05-23,16,50,Low,issue_2,Open,0
2022-07-01,ticket_5209,account_240,contract_21_1_10,2022-04-03,2022-05-23,16,50,Low,issue_2,In Progress,1
2022-08-01,ticket_5209,account_240,contract_21_1_10,2022-04-03,2022-05-23,16,50,Low,issue_2,In Progress,2
2022-08-01,ticket_8167,account_240,contract_21_1_10,2022-07-04,2022-07-13,8,9,Low,issue_3,In Progress,0
2022-05-01,ticket_5209,account_240,contract_21_1_10,2022-04-03,2022-05-23,16,50,Low,issue_4,Pending,0
2024-03-01,ticket_1872,account_240,contract_21_3_1,2023-10-26,2023-12-16,18,51,Low,issue_1,Resolved,0
2024-04-01,ticket_1872,account_240,contract_21_3_1,2023-10-26,2023-12-16,18,51,Low,issue_1,In Progress,1
2024-07-01,ticket_1872,account_240,contract_21_3_1,2023-10-26,2023-12-16,18,51,Low,issue_1,In Progress,2
2024-03-01,ticket_5865,account_240,contract_21_3_1,2023-12-24,2024-03-03,8,70,Medium,issue_1,In Progress,3
2024-07-01,ticket_5865,account_240,contract_21_3_1,2023-12-24,2024-03-03,8,70,Medium,issue_1,In Progress,4
2023-12-01,ticket_1872,account_240,contract_21_3_1,2023-10-26,2023-12-16,18,51,Low,issue_2,Pending,0
2024-06-01,ticket_1872,account_240,contract_21_3_1,2023-10-26,2023-12-16,18,51,Low,issue_2,Pending,1
2024-08-01,ticket_1872,account_240,contract_21_3_1,2023-10-26,2023-12-16,18,51,Low,issue_2,Open,2
2024-01-01,ticket_5865,account_240,contract_21_3_1,2023-12-24,,8,70,Medium,issue_2,Pending,3
