FOM,contract_id,MOC,POC,usage_score,support_score,activity_score,score_y_c,ischr,score_final,score_final_b,support_score_label,usage_score_label,activity_score_label,account_id,number_contract,industry,business_size,annual_revenue,has_product_1,has_product_2,has_product_3,has_product_4,has_product_5,contract_acv,per_product,pre_contract_value_change_pct,age_at_contract,num_pre_contract,first_contract_value_change_pct,group,group_des,acv_label,clv_contract,clv_contract_with_churn,customer_lifespan_contract,final_status,stage,stage_at_moc12
9/1/2022,contract_19_2_2,3,0.25,-0.5,0,-0.125,0.41,1,0.311660916,0,0,risky,risky,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,renewal,risky
10/1/2022,contract_19_2_2,4,0.333333333,-0.333333333,0,0,0.41,1,0.682796776,1,0,risky,0,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,risky,risky
11/1/2022,contract_19_2_2,5,0.416666667,0.166666667,0,0,0.41,1,0.613154531,1,0,healthy,0,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,risky,risky
12/1/2022,contract_19_2_2,6,0.5,-0.166666667,-0.25,0,0.41,1,0.54557544,1,risky,risky,0,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,risky,risky
1/1/2023,contract_19_2_2,7,0.583333333,-0.5,-0.25,0,0.41,1,0.696199834,1,risky,risky,0,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,risky,risky
2/1/2023,contract_19_2_2,8,0.666666667,-0.666666667,0.5,0,0.41,1,0.557009578,1,healthy,risky,0,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,risky,risky
3/1/2023,contract_19_2_2,9,0.75,0.166666667,0.5,0,0.41,1,0.504637241,1,healthy,healthy,0,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,risky,risky
4/1/2023,contract_19_2_2,10,0.833333333,-0.5,0.625,0,0.41,1,0.492959201,0,healthy,risky,0,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,renewal,risky
5/1/2023,contract_19_2_2,11,0.916666667,-0.333333333,0.625,0,0.41,1,0.564741433,1,healthy,risky,0,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,risky,risky
6/1/2023,contract_19_2_2,12,1,-0.333333333,0.75,0,0.41,1,0.567743421,1,healthy,risky,0,account_200,2,Finance,Small,0.67,0,1,0,1,0,15000,0.4,0,13,1,0,5,rnew_chr,S,15000,7105,2,risky,risky,risky
7/1/2021,contract_19_1_6,1,0.083333333,-0.333333333,0,0,0.21,0,0.275985599,0,0,risky,0,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,adoption,renewal
8/1/2021,contract_19_1_6,2,0.166666667,-0.833333333,0,-0.375,0.21,0,0.133818224,0,0,risky,risky,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,adoption,renewal
9/1/2021,contract_19_1_6,3,0.25,-0.5,0,0,0.21,0,0.305263847,0,0,risky,0,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,adoption,renewal
10/1/2021,contract_19_1_6,4,0.333333333,-0.333333333,0,0,0.21,0,0.423286885,0,0,risky,normal,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,renewal,renewal
11/1/2021,contract_19_1_6,5,0.416666667,-0.5,0,0,0.21,0,0.300330877,0,0,risky,0,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,renewal,renewal
12/1/2021,contract_19_1_6,6,0.5,0.166666667,0,0.125,0.21,0,0.040060312,0,0,healthy,healthy,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,expansion,renewal
1/1/2022,contract_19_1_6,7,0.583333333,0.166666667,0,0,0.21,0,0.437926948,0,0,healthy,0,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,renewal,renewal
2/1/2022,contract_19_1_6,8,0.666666667,-0.166666667,0,0,0.21,0,0.464834183,0,0,risky,0,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,renewal,renewal
3/1/2022,contract_19_1_6,9,0.75,0.5,0,0,0.21,0,0.390882045,0,0,healthy,0,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,renewal,renewal
4/1/2022,contract_19_1_6,10,0.833333333,-0.5,0,0,0.21,0,0.447038651,0,0,risky,0,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,renewal,renewal
5/1/2022,contract_19_1_6,11,0.916666667,-0.833333333,-0.125,0.125,0.21,0,0.105793335,0,risky,risky,healthy,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,renewal,renewal
6/1/2022,contract_19_1_6,12,1,-0.166666667,0.125,0.25,0.21,0,0.146317393,0,healthy,risky,healthy,account_201,1,Healthcare,Small,1.66,0,1,1,0,0,10000,0.4,0,1,0,,4,new_next_h,S,10000,9000,1,expansion,renewal,renewal
7/1/2022,contract_19_2_3,1,0.083333333,-0.333333333,0,0,0.71,1,0.780541956,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
8/1/2022,contract_19_2_3,2,0.166666667,-5.55E-17,0,-0.375,0.71,1,0.797848344,1,0,risky,risky,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
9/1/2022,contract_19_2_3,3,0.25,-0.666666667,0,0,0.71,1,0.759994507,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
10/1/2022,contract_19_2_3,4,0.333333333,-0.166666667,0,0,0.71,1,0.683572173,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
11/1/2022,contract_19_2_3,5,0.416666667,-0.5,0,0,0.71,1,0.732510626,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
12/1/2022,contract_19_2_3,6,0.5,-0.166666667,0,0,0.71,1,0.707711339,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
1/1/2023,contract_19_2_3,7,0.583333333,-0.166666667,0,0,0.71,1,0.712736845,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
2/1/2023,contract_19_2_3,8,0.666666667,-0.166666667,0,0,0.71,1,0.707699418,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
3/1/2023,contract_19_2_3,9,0.75,-0.166666667,0,0,0.71,1,0.69494617,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
4/1/2023,contract_19_2_3,10,0.833333333,-0.166666667,0,0,0.71,1,0.679588079,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
5/1/2023,contract_19_2_3,11,0.916666667,-0.833333333,0,0,0.71,1,0.822122157,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
6/1/2023,contract_19_2_3,12,1,-0.833333333,0,0,0.71,1,0.946403384,1,0,risky,0,account_201,2,Healthcare,Small,1.66,1,1,1,0,0,24250,0.6,1.425,13,1,142.5,5,rnew_chr,S,24250,11487,2,risky,risky,risky
7/1/2021,contract_19_1_7,1,0.083333333,0.5,0,-0.25,0.08,0,0.051027223,0,0,healthy,risky,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,adoption,renewal
8/1/2021,contract_19_1_7,2,0.166666667,0.166666667,0,0.25,0.08,0,0.002936916,0,0,healthy,healthy,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,adoption,renewal
9/1/2021,contract_19_1_7,3,0.25,0.5,0,0.375,0.08,0,0.000957696,0,0,healthy,healthy,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,adoption,renewal
10/1/2021,contract_19_1_7,4,0.333333333,-0.166666667,0,0,0.08,0,0.173499763,0,0,risky,0,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,renewal,renewal
11/1/2021,contract_19_1_7,5,0.416666667,0.5,0.375,0.5,0.08,0,0.0014477,0,healthy,healthy,healthy,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,expansion,renewal
12/1/2021,contract_19_1_7,6,0.5,0.166666667,0.5,0.625,0.08,0,0.000362,0,healthy,healthy,healthy,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,expansion,renewal
1/1/2022,contract_19_1_7,7,0.583333333,-0.5,0.125,0,0.08,0,0.48421666,0,healthy,risky,0,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,renewal,renewal
2/1/2022,contract_19_1_7,8,0.666666667,-0.5,0.125,0.625,0.08,0,0.001455531,0,healthy,risky,healthy,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,renewal,renewal
3/1/2022,contract_19_1_7,9,0.75,0.166666667,0.125,0,0.08,0,0.274806976,0,healthy,healthy,0,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,renewal,renewal
4/1/2022,contract_19_1_7,10,0.833333333,-0.5,0,0,0.08,0,0.159309089,0,normal,risky,0,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,renewal,renewal
5/1/2022,contract_19_1_7,11,0.916666667,-0.5,0.125,0.625,0.08,0,0.00082228,0,healthy,risky,healthy,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,renewal,renewal
6/1/2022,contract_19_1_7,12,1,-0.166666667,0.125,0.625,0.08,0,0.00156649,0,healthy,risky,healthy,account_202,1,Manufacturing,Large,457.89,0,1,1,1,1,126900,0.8,0,1,0,,2,new_next_l,L,126900,114210,1,renewal,renewal,renewal
7/1/2022,contract_19_2_4,1,0.083333333,-0.333333333,0,0,0.7,1,0.871186793,1,0,risky,0,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,adoption,risky
8/1/2022,contract_19_2_4,2,0.166666667,-0.5,0,-0.5,0.7,1,0.463556439,0,0,risky,risky,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,adoption,risky
9/1/2022,contract_19_2_4,3,0.25,0.666666667,0,0,0.7,1,0.785542488,1,0,healthy,0,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,adoption,risky
10/1/2022,contract_19_2_4,4,0.333333333,-0.333333333,0,0,0.7,1,0.823260665,1,0,risky,0,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,risky,risky
11/1/2022,contract_19_2_4,5,0.416666667,-0.333333333,0,0,0.7,1,0.782343805,1,0,risky,0,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,risky,risky
12/1/2022,contract_19_2_4,6,0.5,0.166666667,0,-0.125,0.7,1,0.773650289,1,0,healthy,risky,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,risky,risky
1/1/2023,contract_19_2_4,7,0.583333333,0.166666667,0,0,0.7,1,0.749493659,1,0,healthy,normal,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,risky,risky
2/1/2023,contract_19_2_4,8,0.666666667,-0.5,0,0,0.7,1,0.826506853,1,0,risky,0,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,risky,risky
3/1/2023,contract_19_2_4,9,0.75,-0.5,0.125,0,0.7,1,0.900094032,1,healthy,risky,normal,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,risky,risky
4/1/2023,contract_19_2_4,10,0.833333333,0.5,0.25,0,0.7,1,0.900577664,1,healthy,healthy,0,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,risky,risky
5/1/2023,contract_19_2_4,11,0.916666667,0.5,0.25,0,0.7,1,0.936469913,1,healthy,healthy,0,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,risky,risky
6/1/2023,contract_19_2_4,12,1,0.333333333,0.25,0.125,0.7,1,0.909178078,1,healthy,healthy,healthy,account_202,2,Manufacturing,Large,457.89,0,1,1,0,1,101850,0.6,-0.197399527,13,1,-19.73995272,5,rnew_chr,L,101850,48245,2,risky,risky,risky
7/1/2021,contract_19_1_8,1,0.083333333,0,0,-0.125,0.68,0,0.281194985,0,0,normal,risky,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,adoption,risky
8/1/2021,contract_19_1_8,2,0.166666667,-0.166666667,0,-0.125,0.68,0,0.234242946,0,0,risky,risky,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,adoption,risky
9/1/2021,contract_19_1_8,3,0.25,0.166666667,0,0.25,0.68,0,0.013385512,0,0,healthy,healthy,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,adoption,risky
10/1/2021,contract_19_1_8,4,0.333333333,0.5,0,0,0.68,0,0.667924345,1,0,healthy,0,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,risky,risky
11/1/2021,contract_19_1_8,5,0.416666667,-0.666666667,0,0.75,0.68,0,0.000248766,0,0,risky,healthy,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,renewal,risky
12/1/2021,contract_19_1_8,6,0.5,0.5,0,0.75,0.68,0,0.000377801,0,0,healthy,healthy,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,expansion,risky
1/1/2022,contract_19_1_8,7,0.583333333,0.5,0,0.75,0.68,0,0.000296326,0,0,healthy,healthy,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,expansion,risky
2/1/2022,contract_19_1_8,8,0.666666667,-0.5,-0.625,0,0.68,0,0.28848806,0,risky,risky,0,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,renewal,risky
3/1/2022,contract_19_1_8,9,0.75,-0.166666667,-0.5,0.75,0.68,0,6.83E-05,0,risky,risky,healthy,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,renewal,risky
4/1/2022,contract_19_1_8,10,0.833333333,-0.5,-0.625,0,0.68,0,0.138976932,0,risky,risky,0,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,renewal,risky
5/1/2022,contract_19_1_8,11,0.916666667,-0.166666667,-0.25,0.75,0.68,0,0.0009338,0,risky,risky,healthy,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,renewal,risky
6/1/2022,contract_19_1_8,12,1,-0.833333333,-0.25,0,0.68,0,0.758222222,1,risky,risky,0,account_203,1,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,1,0,,3,new_next_s,M,58200,52380,1,renewal,risky,risky
7/1/2022,contract_19_2_5,1,0.083333333,0.333333333,0,-0.25,0.77,1,0.777680755,1,0,healthy,risky,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
8/1/2022,contract_19_2_5,2,0.166666667,-0.5,0,0,0.77,1,0.955066741,1,0,risky,0,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
9/1/2022,contract_19_2_5,3,0.25,0.5,0,0,0.77,1,0.914471388,1,0,healthy,0,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
10/1/2022,contract_19_2_5,4,0.333333333,0.166666667,0,0,0.77,1,0.935255826,1,0,healthy,0,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
11/1/2022,contract_19_2_5,5,0.416666667,0.166666667,0,0,0.77,1,0.934232712,1,0,healthy,0,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
12/1/2022,contract_19_2_5,6,0.5,0.166666667,0,0,0.77,1,0.931184351,1,0,healthy,0,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
1/1/2023,contract_19_2_5,7,0.583333333,-0.166666667,0,0.125,0.77,1,0.875753701,1,0,risky,healthy,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
2/1/2023,contract_19_2_5,8,0.666666667,-0.166666667,0,0,0.77,1,0.973862588,1,0,risky,0,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
3/1/2023,contract_19_2_5,9,0.75,0.333333333,0,0,0.77,1,0.967510164,1,0,healthy,0,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
4/1/2023,contract_19_2_5,10,0.833333333,0.5,0,0,0.77,1,0.964009702,1,0,healthy,0,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
5/1/2023,contract_19_2_5,11,0.916666667,-0.166666667,0,0,0.77,1,0.975441396,1,0,risky,0,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
6/1/2023,contract_19_2_5,12,1,-0.166666667,0,0.125,0.77,1,0.984761477,1,0,risky,healthy,account_203,2,Tech,Medium,44.24,1,1,0,1,0,58200,0.6,0,13,1,0,5,rnew_chr,M,58200,27568,2,risky,risky,risky
7/1/2021,contract_19_1_9,1,0.083333333,0,0,0,0.65,0,0.87964344,1,0,normal,normal,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,adoption,expansion
8/1/2021,contract_19_1_9,2,0.166666667,0.333333333,0,0,0.65,0,0.745368242,1,0,healthy,0,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,adoption,expansion
9/1/2021,contract_19_1_9,3,0.25,-0.666666667,0,0.625,0.65,0,0.054124277,0,0,risky,healthy,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,adoption,expansion
10/1/2021,contract_19_1_9,4,0.333333333,-0.666666667,0,0,0.65,0,0.796503246,1,0,risky,0,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,risky,expansion
11/1/2021,contract_19_1_9,5,0.416666667,-1,0,0.75,0.65,0,0.009666961,0,0,risky,healthy,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,renewal,expansion
12/1/2021,contract_19_1_9,6,0.5,-1,0.375,0.75,0.65,0,0.00080451,0,healthy,risky,healthy,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,renewal,expansion
1/1/2022,contract_19_1_9,7,0.583333333,0.833333333,0.25,0,0.65,0,0.780535936,1,healthy,healthy,0,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,risky,expansion
2/1/2022,contract_19_1_9,8,0.666666667,-0.833333333,0.375,0,0.65,0,0.841498137,1,healthy,risky,0,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,risky,expansion
3/1/2022,contract_19_1_9,9,0.75,0.166666667,0.375,0.625,0.65,0,0.082199536,0,healthy,healthy,healthy,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,expansion,expansion
4/1/2022,contract_19_1_9,10,0.833333333,0.166666667,0.25,0.875,0.65,0,0.003985895,0,healthy,healthy,healthy,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,expansion,expansion
5/1/2022,contract_19_1_9,11,0.916666667,-0.166666667,0.375,0.875,0.65,0,0.010022959,0,healthy,risky,healthy,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,renewal,expansion
6/1/2022,contract_19_1_9,12,1,0.833333333,0.375,0.875,0.65,0,0.00122877,0,healthy,healthy,healthy,account_204,1,Manufacturing,Small,2.79,0,1,1,1,1,42300,0.8,0,1,0,,2,new_next_l,S,42300,38070,1,renewal,expansion,expansion
7/1/2022,contract_19_2_6,1,0.083333333,0,0,0,0.86,1,0.85005796,1,0,normal,0,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,adoption,risky
8/1/2022,contract_19_2_6,2,0.166666667,0.333333333,0,0,0.86,1,0.763254046,1,0,healthy,0,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,adoption,risky
9/1/2022,contract_19_2_6,3,0.25,-0.333333333,0,-0.375,0.86,1,0.774154007,1,0,risky,risky,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,adoption,risky
10/1/2022,contract_19_2_6,4,0.333333333,-0.666666667,0,0,0.86,1,0.85997349,1,0,risky,0,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,risky,risky
11/1/2022,contract_19_2_6,5,0.416666667,-0.5,0,0,0.86,1,0.838981807,1,0,risky,0,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,risky,risky
12/1/2022,contract_19_2_6,6,0.5,-0.166666667,0,-0.125,0.86,1,0.812654495,1,0,risky,risky,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,risky,risky
1/1/2023,contract_19_2_6,7,0.583333333,-0.666666667,0,0,0.86,1,0.870624959,1,0,risky,0,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,risky,risky
2/1/2023,contract_19_2_6,8,0.666666667,-0.666666667,0,0,0.86,1,0.923863828,1,0,risky,normal,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,risky,risky
3/1/2023,contract_19_2_6,9,0.75,-0.166666667,0,0,0.86,1,0.935103834,1,0,risky,0,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,risky,risky
4/1/2023,contract_19_2_6,10,0.833333333,-0.5,0,0,0.86,1,0.940929651,1,0,risky,normal,account_204,2,Manufacturing,Small,2.79,0,0,1,1,1,38800,0.6,-0.082742317,13,1,-8.274231678,5,rnew_chr,S,38800,18379,2,risky,risky,risky
