FOM,ticket_id,account_id,contract_id,ticket_creation_date,ticket_close_date,response_time,resolution_time,priority,ticket_subject,status
2021-06-01,ticket_5793,account_173,contract_17_1_2,2021-05-22,,4,64,Medium,issue_1,Pending
2021-07-01,ticket_5793,account_173,contract_17_1_2,2021-05-22,2021-07-25,4,64,Medium,issue_1,In Progress
2021-08-01,ticket_5793,account_173,contract_17_1_2,2021-05-22,2021-07-25,4,64,Medium,issue_3,Resolved
2021-09-01,ticket_5793,account_173,contract_17_1_2,2021-05-22,2021-07-25,4,64,Medium,issue_3,In Progress
2021-10-01,ticket_5793,account_173,contract_17_1_2,2021-05-22,2021-07-25,4,64,Medium,issue_2,Pending
2021-11-01,ticket_5793,account_173,contract_17_1_2,2021-05-22,2021-07-25,4,64,Medium,issue_3,Closed
2021-12-01,ticket_5793,account_173,contract_17_1_2,2021-05-22,2021-07-25,4,64,Medium,issue_1,Closed
2021-09-01,ticket_5649,account_174,contract_17_1_3,2021-08-15,2021-09-06,1,22,Critical,issue_1,Pending
2021-10-01,ticket_5649,account_174,contract_17_1_3,2021-08-15,2021-09-06,1,22,Critical,issue_3,Resolved
2021-11-01,ticket_5649,account_174,contract_17_1_3,2021-08-15,2021-09-06,1,22,Critical,issue_3,Pending
2021-12-01,ticket_5649,account_174,contract_17_1_3,2021-08-15,2021-09-06,1,22,Critical,issue_1,Pending
2021-11-01,ticket_1865,account_174,contract_17_1_3,2021-10-31,,5,44,Medium,issue_2,In Progress
2021-12-01,ticket_1865,account_174,contract_17_1_3,2021-10-31,2021-12-14,5,44,Medium,issue_2,Pending
2021-07-01,ticket_1664,account_174,contract_17_1_3,2021-06-11,2021-07-20,1,39,Critical,issue_3,Open
2021-08-01,ticket_1664,account_174,contract_17_1_3,2021-06-11,2021-07-20,1,39,Critical,issue_4,Pending
2021-09-01,ticket_1664,account_174,contract_17_1_3,2021-06-11,2021-07-20,1,39,Critical,issue_4,Resolved
2021-10-01,ticket_1664,account_174,contract_17_1_3,2021-06-11,2021-07-20,1,39,Critical,issue_1,Pending
2021-11-01,ticket_1664,account_174,contract_17_1_3,2021-06-11,2021-07-20,1,39,Critical,issue_1,In Progress
2021-12-01,ticket_1664,account_174,contract_17_1_3,2021-06-11,2021-07-20,1,39,Critical,issue_3,Open
2022-07-01,ticket_9783,account_175,contract_17_2_1,2022-06-24,2022-07-03,1,9,Critical,issue_3,In Progress
2022-08-01,ticket_9783,account_175,contract_17_2_1,2022-06-24,2022-07-03,1,9,Critical,issue_4,Open
2022-09-01,ticket_9783,account_175,contract_17_2_1,2022-06-24,2022-07-03,1,9,Critical,issue_1,In Progress
2022-10-01,ticket_9783,account_175,contract_17_2_1,2022-06-24,2022-07-03,1,9,Critical,issue_3,Open
2022-11-01,ticket_9783,account_175,contract_17_2_1,2022-06-24,2022-07-03,1,9,Critical,issue_3,Resolved
2022-12-01,ticket_9783,account_175,contract_17_2_1,2022-06-24,2022-07-03,1,9,Critical,issue_4,Pending
2021-08-01,ticket_6171,account_176,contract_17_1_5,2021-07-25,2021-08-15,4,21,High,issue_3,Resolved
2021-09-01,ticket_6171,account_176,contract_17_1_5,2021-07-25,2021-08-15,4,21,High,issue_3,Resolved
2021-10-01,ticket_6171,account_176,contract_17_1_5,2021-07-25,2021-08-15,4,21,High,issue_2,Resolved
2021-11-01,ticket_6171,account_176,contract_17_1_5,2021-07-25,2021-08-15,4,21,High,issue_3,Closed
2021-12-01,ticket_6171,account_176,contract_17_1_5,2021-07-25,2021-08-15,4,21,High,issue_1,Open
2021-05-01,ticket_4713,account_176,contract_17_1_5,2021-04-03,,7,60,Low,issue_2,Resolved
2021-06-01,ticket_4713,account_176,contract_17_1_5,2021-04-03,2021-06-02,7,60,Low,issue_1,Closed
2021-07-01,ticket_4713,account_176,contract_17_1_5,2021-04-03,2021-06-02,7,60,Low,issue_2,In Progress
2021-08-01,ticket_4713,account_176,contract_17_1_5,2021-04-03,2021-06-02,7,60,Low,issue_4,Closed
2021-09-01,ticket_4713,account_176,contract_17_1_5,2021-04-03,2021-06-02,7,60,Low,issue_4,In Progress
2021-10-01,ticket_4713,account_176,contract_17_1_5,2021-04-03,2021-06-02,7,60,Low,issue_3,Resolved
2021-11-01,ticket_4713,account_176,contract_17_1_5,2021-04-03,2021-06-02,7,60,Low,issue_1,Resolved
2021-12-01,ticket_4713,account_176,contract_17_1_5,2021-04-03,2021-06-02,7,60,Low,issue_4,Pending
2022-04-01,ticket_8201,account_176,contract_17_2_2,2022-03-12,2022-04-05,3,24,High,issue_2,Resolved
2022-05-01,ticket_8201,account_176,contract_17_2_2,2022-03-12,2022-04-05,3,24,High,issue_4,Pending
2022-06-01,ticket_8201,account_176,contract_17_2_2,2022-03-12,2022-04-05,3,24,High,issue_4,Closed
2022-07-01,ticket_8201,account_176,contract_17_2_2,2022-03-12,2022-04-05,3,24,High,issue_3,Resolved
2022-08-01,ticket_8201,account_176,contract_17_2_2,2022-03-12,2022-04-05,3,24,High,issue_3,Closed
2022-09-01,ticket_8201,account_176,contract_17_2_2,2022-03-12,2022-04-05,3,24,High,issue_2,Open
2022-10-01,ticket_8201,account_176,contract_17_2_2,2022-03-12,2022-04-05,3,24,High,issue_3,In Progress
2022-11-01,ticket_8201,account_176,contract_17_2_2,2022-03-12,2022-04-05,3,24,High,issue_2,Pending
2022-12-01,ticket_8201,account_176,contract_17_2_2,2022-03-12,2022-04-05,3,24,High,issue_2,Resolved
2022-02-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,,1,59,Critical,issue_3,Closed
2022-03-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,,1,59,Critical,issue_2,Resolved
2022-04-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,2022-04-01,1,59,Critical,issue_1,Resolved
2022-05-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,2022-04-01,1,59,Critical,issue_3,Open
2022-06-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,2022-04-01,1,59,Critical,issue_4,Resolved
2022-07-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,2022-04-01,1,59,Critical,issue_4,Open
2022-08-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,2022-04-01,1,59,Critical,issue_2,Resolved
2022-09-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,2022-04-01,1,59,Critical,issue_4,In Progress
2022-10-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,2022-04-01,1,59,Critical,issue_1,In Progress
2022-11-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,2022-04-01,1,59,Critical,issue_3,Closed
2022-12-01,ticket_5478,account_176,contract_17_2_2,2022-02-01,2022-04-01,1,59,Critical,issue_3,In Progress
2021-05-01,ticket_6777,account_177,contract_17_1_6,2021-04-04,2021-05-18,1,44,Critical,issue_1,Open
2021-06-01,ticket_6777,account_177,contract_17_1_6,2021-04-04,2021-05-18,1,44,Critical,issue_2,Resolved
2021-07-01,ticket_6777,account_177,contract_17_1_6,2021-04-04,2021-05-18,1,44,Critical,issue_4,Open
2021-08-01,ticket_6777,account_177,contract_17_1_6,2021-04-04,2021-05-18,1,44,Critical,issue_1,Pending
2021-09-01,ticket_6777,account_177,contract_17_1_6,2021-04-04,2021-05-18,1,44,Critical,issue_1,Resolved
2021-10-01,ticket_6777,account_177,contract_17_1_6,2021-04-04,2021-05-18,1,44,Critical,issue_1,In Progress
2021-11-01,ticket_6777,account_177,contract_17_1_6,2021-04-04,2021-05-18,1,44,Critical,issue_2,Pending
2021-12-01,ticket_6777,account_177,contract_17_1_6,2021-04-04,2021-05-18,1,44,Critical,issue_3,Pending
2021-11-01,ticket_9299,account_178,contract_17_1_7,2021-10-27,,2,40,High,issue_3,In Progress
2021-12-01,ticket_9299,account_178,contract_17_1_7,2021-10-27,2021-12-06,2,40,High,issue_1,Resolved
2022-03-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,,1,59,Critical,issue_3,In Progress
2022-04-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,2022-04-25,1,59,Critical,issue_4,Pending
2022-05-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,2022-04-25,1,59,Critical,issue_2,In Progress
2022-06-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,2022-04-25,1,59,Critical,issue_1,In Progress
2022-07-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,2022-04-25,1,59,Critical,issue_2,Resolved
2022-08-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,2022-04-25,1,59,Critical,issue_1,Resolved
2022-09-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,2022-04-25,1,59,Critical,issue_1,Resolved
2022-10-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,2022-04-25,1,59,Critical,issue_3,In Progress
2022-11-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,2022-04-25,1,59,Critical,issue_1,In Progress
2022-12-01,ticket_8722,account_178,contract_17_2_4,2022-02-25,2022-04-25,1,59,Critical,issue_4,Pending
2022-08-01,ticket_6270,account_178,contract_17_2_4,2022-08-01,2022-08-19,7,18,Medium,issue_2,In Progress
2022-09-01,ticket_6270,account_178,contract_17_2_4,2022-08-01,2022-08-19,7,18,Medium,issue_4,Open
2022-10-01,ticket_6270,account_178,contract_17_2_4,2022-08-01,2022-08-19,7,18,Medium,issue_3,Pending
2022-11-01,ticket_6270,account_178,contract_17_2_4,2022-08-01,2022-08-19,7,18,Medium,issue_1,In Progress
2022-12-01,ticket_6270,account_178,contract_17_2_4,2022-08-01,2022-08-19,7,18,Medium,issue_2,Open
2022-02-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_3,Resolved
2022-03-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_2,In Progress
2022-04-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_1,Pending
2022-05-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_2,Pending
2022-06-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_2,Resolved
2022-07-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_4,In Progress
2022-08-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_2,Pending
2022-09-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_4,In Progress
2022-10-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_4,Open
2022-11-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_2,Pending
2022-12-01,ticket_9492,account_178,contract_17_2_4,2022-01-30,2022-02-11,1,12,Critical,issue_3,In Progress
2023-05-01,ticket_6253,account_179,contract_17_3_1,2023-04-11,,1,71,Medium,issue_2,Open
2023-06-01,ticket_6253,account_179,contract_17_3_1,2023-04-11,2023-06-21,1,71,Medium,issue_2,Closed
2023-07-01,ticket_6253,account_179,contract_17_3_1,2023-04-11,2023-06-21,1,71,Medium,issue_2,In Progress
2023-08-01,ticket_6253,account_179,contract_17_3_1,2023-04-11,2023-06-21,1,71,Medium,issue_2,Open
2023-09-01,ticket_6253,account_179,contract_17_3_1,2023-04-11,2023-06-21,1,71,Medium,issue_3,Open
2023-10-01,ticket_6253,account_179,contract_17_3_1,2023-04-11,2023-06-21,1,71,Medium,issue_2,Open
2023-11-01,ticket_6253,account_179,contract_17_3_1,2023-04-11,2023-06-21,1,71,Medium,issue_2,Closed
2023-12-01,ticket_6253,account_179,contract_17_3_1,2023-04-11,2023-06-21,1,71,Medium,issue_2,In Progress
2020-05-01,ticket_8111,account_18,contract_2_1_8,2020-04-29,2020-05-03,1,4,Critical,issue_3,Resolved
2020-06-01,ticket_8111,account_18,contract_2_1_8,2020-04-29,2020-05-03,1,4,Critical,issue_4,Pending
2020-07-01,ticket_8111,account_18,contract_2_1_8,2020-04-29,2020-05-03,1,4,Critical,issue_4,In Progress
2020-08-01,ticket_8111,account_18,contract_2_1_8,2020-04-29,2020-05-03,1,4,Critical,issue_1,Open
2020-09-01,ticket_8111,account_18,contract_2_1_8,2020-04-29,2020-05-03,1,4,Critical,issue_4,Closed
2020-10-01,ticket_8111,account_18,contract_2_1_8,2020-04-29,2020-05-03,1,4,Critical,issue_3,Open
2020-11-01,ticket_8111,account_18,contract_2_1_8,2020-04-29,2020-05-03,1,4,Critical,issue_1,Pending
2020-12-01,ticket_8111,account_18,contract_2_1_8,2020-04-29,2020-05-03,1,4,Critical,issue_3,In Progress
2021-02-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_1,Closed
2021-03-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_2,Pending
2021-04-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_3,Open
2021-05-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_3,Open
2021-06-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_1,In Progress
2021-07-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_4,Open
2021-08-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_1,Pending
2021-09-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_3,Resolved
2021-10-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_3,Open
2021-11-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_3,In Progress
2021-12-01,ticket_5051,account_18,contract_2_2_8,2021-01-30,2021-02-25,4,26,Medium,issue_1,Open
2022-02-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,,1,66,Critical,issue_3,Resolved
2022-03-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_2,Resolved
2022-04-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_1,Open
2022-05-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_3,Resolved
2022-06-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_1,Closed
2022-07-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_4,Closed
2022-08-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_4,In Progress
2022-09-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_3,Resolved
2022-10-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_3,Open
2022-11-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_4,Pending
2022-12-01,ticket_9267,account_18,contract_2_3_4,2022-01-04,2022-03-11,1,66,Critical,issue_3,Open
2022-11-01,ticket_1025,account_180,contract_17_2_6,2022-10-12,2022-10-17,4,5,Medium,issue_4,Pending
2022-12-01,ticket_1025,account_180,contract_17_2_6,2022-10-12,2022-10-17,4,5,Medium,issue_4,In Progress
2022-06-01,ticket_1029,account_180,contract_17_2_6,2022-05-10,2022-05-25,8,15,Medium,issue_4,Resolved
2022-07-01,ticket_1029,account_180,contract_17_2_6,2022-05-10,2022-05-25,8,15,Medium,issue_2,In Progress
2022-08-01,ticket_1029,account_180,contract_17_2_6,2022-05-10,2022-05-25,8,15,Medium,issue_2,In Progress
2022-09-01,ticket_1029,account_180,contract_17_2_6,2022-05-10,2022-05-25,8,15,Medium,issue_2,In Progress
2022-10-01,ticket_1029,account_180,contract_17_2_6,2022-05-10,2022-05-25,8,15,Medium,issue_1,In Progress
2022-11-01,ticket_1029,account_180,contract_17_2_6,2022-05-10,2022-05-25,8,15,Medium,issue_3,Resolved
2022-12-01,ticket_1029,account_180,contract_17_2_6,2022-05-10,2022-05-25,8,15,Medium,issue_3,In Progress
2021-09-01,ticket_1561,account_181,contract_17_1_10,2021-08-27,2021-09-24,11,28,Low,issue_4,Open
2021-10-01,ticket_1561,account_181,contract_17_1_10,2021-08-27,2021-09-24,11,28,Low,issue_2,Closed
2021-11-01,ticket_1561,account_181,contract_17_1_10,2021-08-27,2021-09-24,11,28,Low,issue_4,Pending
2021-12-01,ticket_1561,account_181,contract_17_1_10,2021-08-27,2021-09-24,11,28,Low,issue_1,Closed
2021-04-01,ticket_4040,account_181,contract_17_1_10,2021-03-21,,1,80,High,issue_4,Resolved
2021-05-01,ticket_4040,account_181,contract_17_1_10,2021-03-21,,1,80,High,issue_2,In Progress
2021-06-01,ticket_4040,account_181,contract_17_1_10,2021-03-21,2021-06-09,1,80,High,issue_2,Pending
2021-07-01,ticket_4040,account_181,contract_17_1_10,2021-03-21,2021-06-09,1,80,High,issue_3,Pending
2021-08-01,ticket_4040,account_181,contract_17_1_10,2021-03-21,2021-06-09,1,80,High,issue_1,Pending
2021-09-01,ticket_4040,account_181,contract_17_1_10,2021-03-21,2021-06-09,1,80,High,issue_2,Open
2021-10-01,ticket_4040,account_181,contract_17_1_10,2021-03-21,2021-06-09,1,80,High,issue_2,Open
2021-11-01,ticket_4040,account_181,contract_17_1_10,2021-03-21,2021-06-09,1,80,High,issue_1,Resolved
2021-12-01,ticket_4040,account_181,contract_17_1_10,2021-03-21,2021-06-09,1,80,High,issue_2,Resolved
2022-03-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,,7,68,Medium,issue_4,Resolved
2022-04-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,,7,68,Medium,issue_3,Resolved
2022-05-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,2022-05-02,7,68,Medium,issue_4,In Progress
2022-06-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,2022-05-02,7,68,Medium,issue_1,In Progress
2022-07-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,2022-05-02,7,68,Medium,issue_2,In Progress
2022-08-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,2022-05-02,7,68,Medium,issue_1,Resolved
2022-09-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,2022-05-02,7,68,Medium,issue_1,In Progress
2022-10-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,2022-05-02,7,68,Medium,issue_1,Closed
2022-11-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,2022-05-02,7,68,Medium,issue_2,In Progress
2022-12-01,ticket_2391,account_181,contract_17_2_7,2022-02-23,2022-05-02,7,68,Medium,issue_4,Open
2022-05-01,ticket_1763,account_181,contract_17_2_7,2022-04-11,2022-04-30,1,19,Critical,issue_4,In Progress
2022-06-01,ticket_1763,account_181,contract_17_2_7,2022-04-11,2022-04-30,1,19,Critical,issue_1,In Progress
2022-07-01,ticket_1763,account_181,contract_17_2_7,2022-04-11,2022-04-30,1,19,Critical,issue_3,Pending
2022-08-01,ticket_1763,account_181,contract_17_2_7,2022-04-11,2022-04-30,1,19,Critical,issue_3,Closed
2022-09-01,ticket_1763,account_181,contract_17_2_7,2022-04-11,2022-04-30,1,19,Critical,issue_3,Open
2022-10-01,ticket_1763,account_181,contract_17_2_7,2022-04-11,2022-04-30,1,19,Critical,issue_4,Resolved
2022-11-01,ticket_1763,account_181,contract_17_2_7,2022-04-11,2022-04-30,1,19,Critical,issue_4,Open
2022-12-01,ticket_1763,account_181,contract_17_2_7,2022-04-11,2022-04-30,1,19,Critical,issue_3,Resolved
2022-08-01,ticket_3044,account_181,contract_17_2_7,2022-07-12,2022-08-28,2,47,Low,issue_3,Resolved
2022-09-01,ticket_3044,account_181,contract_17_2_7,2022-07-12,2022-08-28,2,47,Low,issue_3,Pending
2022-10-01,ticket_3044,account_181,contract_17_2_7,2022-07-12,2022-08-28,2,47,Low,issue_1,Closed
2022-11-01,ticket_3044,account_181,contract_17_2_7,2022-07-12,2022-08-28,2,47,Low,issue_2,Open
2022-12-01,ticket_3044,account_181,contract_17_2_7,2022-07-12,2022-08-28,2,47,Low,issue_4,Resolved
2021-07-01,ticket_7888,account_182,contract_18_1_1,2021-07-01,,5,36,Medium,issue_4,Open
2021-08-01,ticket_7888,account_182,contract_18_1_1,2021-07-01,2021-08-06,5,36,Medium,issue_1,In Progress
2021-09-01,ticket_7888,account_182,contract_18_1_1,2021-07-01,2021-08-06,5,36,Medium,issue_4,Closed
2021-10-01,ticket_7888,account_182,contract_18_1_1,2021-07-01,2021-08-06,5,36,Medium,issue_1,Pending
2021-11-01,ticket_7888,account_182,contract_18_1_1,2021-07-01,2021-08-06,5,36,Medium,issue_3,Open
2021-12-01,ticket_7888,account_182,contract_18_1_1,2021-07-01,2021-08-06,5,36,Medium,issue_3,In Progress
2021-10-01,ticket_7322,account_182,contract_18_1_1,2021-09-25,2021-10-23,1,28,Critical,issue_4,In Progress
2021-11-01,ticket_7322,account_182,contract_18_1_1,2021-09-25,2021-10-23,1,28,Critical,issue_2,Resolved
2021-12-01,ticket_7322,account_182,contract_18_1_1,2021-09-25,2021-10-23,1,28,Critical,issue_1,In Progress
2021-07-01,ticket_5035,account_184,contract_18_1_3,2021-06-21,2021-07-04,1,13,Critical,issue_4,Open
2021-08-01,ticket_5035,account_184,contract_18_1_3,2021-06-21,2021-07-04,1,13,Critical,issue_3,Closed
2021-09-01,ticket_5035,account_184,contract_18_1_3,2021-06-21,2021-07-04,1,13,Critical,issue_2,In Progress
2021-10-01,ticket_5035,account_184,contract_18_1_3,2021-06-21,2021-07-04,1,13,Critical,issue_3,Resolved
2021-11-01,ticket_5035,account_184,contract_18_1_3,2021-06-21,2021-07-04,1,13,Critical,issue_3,Resolved
2021-12-01,ticket_5035,account_184,contract_18_1_3,2021-06-21,2021-07-04,1,13,Critical,issue_3,Pending
2022-07-01,ticket_7893,account_184,contract_18_2_1,2022-06-25,,2,56,Medium,issue_1,Closed
2022-08-01,ticket_7893,account_184,contract_18_2_1,2022-06-25,2022-08-20,2,56,Medium,issue_4,Pending
2022-09-01,ticket_7893,account_184,contract_18_2_1,2022-06-25,2022-08-20,2,56,Medium,issue_1,Resolved
2022-10-01,ticket_7893,account_184,contract_18_2_1,2022-06-25,2022-08-20,2,56,Medium,issue_4,Open
2022-11-01,ticket_7893,account_184,contract_18_2_1,2022-06-25,2022-08-20,2,56,Medium,issue_4,Pending
2022-12-01,ticket_7893,account_184,contract_18_2_1,2022-06-25,2022-08-20,2,56,Medium,issue_2,Resolved
2022-07-01,ticket_3410,account_184,contract_18_2_1,2022-06-18,,1,70,Critical,issue_3,Pending
2022-08-01,ticket_3410,account_184,contract_18_2_1,2022-06-18,2022-08-27,1,70,Critical,issue_2,Closed
2022-09-01,ticket_3410,account_184,contract_18_2_1,2022-06-18,2022-08-27,1,70,Critical,issue_4,Open
2022-10-01,ticket_3410,account_184,contract_18_2_1,2022-06-18,2022-08-27,1,70,Critical,issue_1,Closed
2022-11-01,ticket_3410,account_184,contract_18_2_1,2022-06-18,2022-08-27,1,70,Critical,issue_4,Closed
2022-12-01,ticket_3410,account_184,contract_18_2_1,2022-06-18,2022-08-27,1,70,Critical,issue_2,Resolved
2022-02-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,,6,79,Medium,issue_3,Resolved
2022-03-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_3,Pending
2022-04-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_3,Open
2022-05-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_4,Open
2022-06-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_3,Resolved
2022-07-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_2,Resolved
2022-08-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_4,In Progress
2022-09-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_3,Resolved
2022-10-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_1,Pending
2022-11-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_2,Closed
2022-12-01,ticket_3828,account_184,contract_18_2_1,2022-01-06,2022-03-26,6,79,Medium,issue_2,Resolved
2021-08-01,ticket_2295,account_185,contract_18_1_4,2021-07-29,,1,78,Critical,issue_1,In Progress
2021-09-01,ticket_2295,account_185,contract_18_1_4,2021-07-29,,1,78,Critical,issue_1,Open
2021-10-01,ticket_2295,account_185,contract_18_1_4,2021-07-29,2021-10-15,1,78,Critical,issue_4,Resolved
2021-11-01,ticket_2295,account_185,contract_18_1_4,2021-07-29,2021-10-15,1,78,Critical,issue_2,In Progress
2021-12-01,ticket_2295,account_185,contract_18_1_4,2021-07-29,2021-10-15,1,78,Critical,issue_3,In Progress
2021-08-01,ticket_2223,account_185,contract_18_1_4,2021-07-22,2021-07-26,3,4,Low,issue_2,Resolved
2021-09-01,ticket_2223,account_185,contract_18_1_4,2021-07-22,2021-07-26,3,4,Low,issue_4,In Progress
2021-10-01,ticket_2223,account_185,contract_18_1_4,2021-07-22,2021-07-26,3,4,Low,issue_1,Pending
2021-11-01,ticket_2223,account_185,contract_18_1_4,2021-07-22,2021-07-26,3,4,Low,issue_3,Closed
2021-12-01,ticket_2223,account_185,contract_18_1_4,2021-07-22,2021-07-26,3,4,Low,issue_1,Closed
2022-04-01,ticket_9658,account_185,contract_18_2_2,2022-03-26,,1,66,Critical,issue_3,Resolved
2022-05-01,ticket_9658,account_185,contract_18_2_2,2022-03-26,2022-05-31,1,66,Critical,issue_4,Open
2022-06-01,ticket_9658,account_185,contract_18_2_2,2022-03-26,2022-05-31,1,66,Critical,issue_3,Closed
2022-07-01,ticket_9658,account_185,contract_18_2_2,2022-03-26,2022-05-31,1,66,Critical,issue_3,Resolved
2022-08-01,ticket_9658,account_185,contract_18_2_2,2022-03-26,2022-05-31,1,66,Critical,issue_3,Resolved
2022-09-01,ticket_9658,account_185,contract_18_2_2,2022-03-26,2022-05-31,1,66,Critical,issue_4,Open
2022-10-01,ticket_9658,account_185,contract_18_2_2,2022-03-26,2022-05-31,1,66,Critical,issue_1,In Progress
2022-11-01,ticket_9658,account_185,contract_18_2_2,2022-03-26,2022-05-31,1,66,Critical,issue_1,Resolved
2022-12-01,ticket_9658,account_185,contract_18_2_2,2022-03-26,2022-05-31,1,66,Critical,issue_1,Open
2022-07-01,ticket_5609,account_185,contract_18_2_2,2022-06-02,2022-07-03,6,31,Medium,issue_2,Resolved
2022-08-01,ticket_5609,account_185,contract_18_2_2,2022-06-02,2022-07-03,6,31,Medium,issue_2,Pending
2022-09-01,ticket_5609,account_185,contract_18_2_2,2022-06-02,2022-07-03,6,31,Medium,issue_4,Resolved
2022-10-01,ticket_5609,account_185,contract_18_2_2,2022-06-02,2022-07-03,6,31,Medium,issue_4,Pending
2022-11-01,ticket_5609,account_185,contract_18_2_2,2022-06-02,2022-07-03,6,31,Medium,issue_2,In Progress
2022-12-01,ticket_5609,account_185,contract_18_2_2,2022-06-02,2022-07-03,6,31,Medium,issue_3,Resolved
2021-11-01,ticket_4130,account_187,contract_18_1_6,2021-10-14,2021-10-31,1,17,Critical,issue_4,In Progress
2021-12-01,ticket_4130,account_187,contract_18_1_6,2021-10-14,2021-10-31,1,17,Critical,issue_4,Resolved
