contract_id,FOM,MOC,start_of_contract,POC,contract_status,total_activities,meeting_count,email_count,postal_count,invitation_count,training_count,checkin_count,onboarding_count,renewal_pricing_count,inperson_count,demo_count,gift_count,document_count,total_duration,average_duration,attend_count,not_attend_count,cancel_count,high_priority_count,negative_sentiment_count,agg_total_activities,agg_meeting_count,agg_email_count,agg_postal_count,agg_invitation_count,agg_training_count,agg_checkin_count,agg_onboarding_count,agg_renewal_pricing_count,agg_inperson_count,agg_demo_count,agg_gift_count,agg_document_count,agg_total_duration,agg_attend_count,agg_not_attend_count,agg_cancel_count,agg_high_priority_count,agg_negative_sentiment_count,rolling_avg_average_duration,mom_total_activities,mom_total_duration,mom_attend_count,mom_not_attend_count,mom_cancel_count,mom_high_priority_count,mom_negative_sentiment_count,contract_year,ischr,activity_score,activity_score_label
contract_13_1_12,2021-11-01,11,2021-01-01,0.9166666666666666,unknown,2,2,0,0,0,0,0,0,0,0,2,0,0,90,45.0,2,0,0,0,2,14,9,3,2,2,2,1,2,2,1,3,1,0,600,8,1,0,2,4,75.0,-1.0,-90.0,0.0,-1.0,0.0,0.0,1.0,2021,0,0,normal
contract_13_1_12,2021-12-01,12,2021-01-01,1.0,unknown,3,2,0,1,2,0,0,1,0,0,0,0,0,180,90.0,2,0,0,0,1,17,11,3,3,4,2,1,3,2,1,3,1,0,780,10,1,0,2,5,77.5,1.0,90.0,0.0,0.0,0.0,0.0,-1.0,2021,0,0,normal
contract_13_1_13,2021-02-01,2,2021-01-01,0.16666666666666666,upsell,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_13,2021-03-01,3,2021-01-01,0.25,upsell,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_13,2021-06-01,6,2021-01-01,0.5,upsell,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,3,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_13,2021-07-01,7,2021-01-01,0.5833333333333334,upsell,4,2,0,2,3,1,0,0,0,0,0,0,0,120,60.0,2,0,0,1,0,7,2,3,2,4,1,0,1,1,0,0,0,0,120,2,0,0,3,0,60.0,3.0,120.0,2.0,0.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_1_13,2021-08-01,8,2021-01-01,0.6666666666666666,upsell,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,8,2,4,2,4,1,0,2,1,0,0,0,0,120,2,0,0,3,0,60.0,-3.0,-120.0,-2.0,0.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_13,2021-10-01,10,2021-01-01,0.8333333333333334,upsell,2,1,1,0,0,0,0,1,1,0,0,0,0,90,,0,1,0,1,0,10,3,5,2,4,1,0,3,2,0,0,0,0,210,2,1,0,4,0,60.0,1.0,90.0,0.0,1.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_1_13,2021-11-01,11,2021-01-01,0.9166666666666666,upsell,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,11,3,6,2,4,1,0,3,2,0,0,0,1,210,2,1,0,4,0,60.0,-1.0,-90.0,0.0,-1.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_14,2021-03-01,3,2021-01-01,0.25,upsell,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_14,2021-04-01,4,2021-01-01,0.3333333333333333,upsell,2,2,0,0,1,0,0,0,1,0,0,0,0,150,75.0,2,0,0,0,0,3,2,0,1,2,0,0,0,1,0,0,0,0,150,2,0,0,0,0,75.0,1.0,150.0,2.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_14,2021-05-01,5,2021-01-01,0.4166666666666667,upsell,1,1,0,0,1,0,0,0,0,0,0,0,0,90,90.0,1,0,0,0,1,4,3,0,1,3,0,0,0,1,0,0,0,0,240,3,0,0,0,1,82.5,-1.0,-60.0,-1.0,0.0,0.0,0.0,1.0,2021,0,0,normal
contract_13_1_14,2021-06-01,6,2021-01-01,0.5,upsell,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,5,3,1,1,3,0,0,1,1,0,0,0,0,240,3,0,0,1,1,82.5,0.0,-90.0,-1.0,0.0,0.0,1.0,-1.0,2021,0,0,normal
contract_13_1_14,2021-09-01,9,2021-01-01,0.75,upsell,2,0,1,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,1,0,7,3,2,2,3,2,0,1,1,0,0,0,0,240,3,0,0,2,1,82.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_14,2021-10-01,10,2021-01-01,0.8333333333333334,upsell,2,2,0,0,0,1,0,1,0,0,0,0,0,150,75.0,2,0,0,0,1,9,5,2,2,3,3,0,2,1,0,0,0,0,390,5,0,0,2,2,80.0,0.0,150.0,2.0,0.0,0.0,-1.0,1.0,2021,0,0,normal
contract_13_1_14,2021-11-01,11,2021-01-01,0.9166666666666666,upsell,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,5,3,2,3,4,0,2,1,0,0,0,0,390,5,0,0,2,2,80.0,-1.0,-150.0,-2.0,0.0,0.0,0.0,-1.0,2021,0,0,normal
contract_13_1_2,2021-06-01,6,2021-01-01,0.5,churned,1,1,0,0,0,0,0,1,0,0,0,0,0,60,60.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,60,1,0,0,0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,1,0,normal
contract_13_1_2,2021-10-01,10,2021-01-01,0.8333333333333334,churned,2,1,0,1,1,1,0,0,0,0,0,0,0,30,30.0,1,0,0,1,0,3,2,0,1,1,1,0,1,0,0,0,0,0,90,2,0,0,1,0,45.0,1.0,-30.0,0.0,0.0,0.0,1.0,0.0,2021,1,0,normal
contract_13_1_2,2021-11-01,11,2021-01-01,0.9166666666666666,churned,1,1,0,0,0,0,0,0,1,0,0,0,0,30,30.0,1,0,0,0,0,4,3,0,1,1,1,0,1,1,0,0,0,0,120,3,0,0,1,0,40.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2021,1,0,normal
contract_13_1_3,2021-02-01,2,2021-01-01,0.16666666666666666,churned,1,1,0,0,0,1,0,0,0,0,0,0,0,120,,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,120,0,0,1,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,1,0,normal
contract_13_1_3,2021-03-01,3,2021-01-01,0.25,churned,2,2,0,0,0,0,0,1,0,1,0,0,0,150,75.0,2,0,0,0,0,3,3,0,0,0,1,0,1,0,1,0,0,0,270,2,0,1,1,0,75.0,1.0,30.0,2.0,0.0,-1.0,-1.0,0.0,2021,1,0,normal
contract_13_1_3,2021-05-01,5,2021-01-01,0.4166666666666667,churned,1,1,0,0,0,1,0,0,0,0,0,0,0,90,90.0,1,0,0,1,0,4,4,0,0,0,2,0,1,0,1,0,0,0,360,3,0,1,2,0,82.5,-1.0,-60.0,-1.0,0.0,0.0,1.0,0.0,2021,1,0,normal
contract_13_1_3,2021-08-01,8,2021-01-01,0.6666666666666666,churned,1,1,0,0,0,0,0,1,0,0,0,0,0,30,30.0,1,0,0,0,0,5,5,0,0,0,2,0,2,0,1,0,0,0,390,4,0,1,2,0,65.0,0.0,-60.0,0.0,0.0,0.0,-1.0,0.0,2021,1,0,normal
contract_13_1_4,2021-02-01,2,2021-01-01,0.16666666666666666,unknown,1,1,0,0,0,0,0,0,0,1,0,0,0,30,30.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,30,1,0,0,1,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_4,2021-04-01,4,2021-01-01,0.3333333333333333,unknown,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,30,1,0,0,1,0,30.0,0.0,-30.0,-1.0,0.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_4,2021-05-01,5,2021-01-01,0.4166666666666667,unknown,1,1,0,0,0,0,0,0,0,0,1,0,0,60,60.0,1,0,0,0,1,3,2,1,0,0,0,0,0,1,1,1,0,0,90,2,0,0,1,1,45.0,0.0,60.0,1.0,0.0,0.0,0.0,1.0,2021,0,0,normal
contract_13_1_4,2021-06-01,6,2021-01-01,0.5,unknown,2,0,2,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,5,2,3,0,0,0,0,1,2,1,1,0,0,90,2,0,0,1,1,45.0,1.0,-60.0,-1.0,0.0,0.0,0.0,-1.0,2021,0,0,normal
contract_13_1_4,2021-08-01,8,2021-01-01,0.6666666666666666,unknown,3,2,1,0,1,0,2,0,0,0,0,0,0,150,75.0,2,0,0,1,0,8,4,4,0,1,0,2,1,2,1,1,0,0,240,4,0,0,2,1,55.0,1.0,150.0,2.0,0.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_1_4,2021-09-01,9,2021-01-01,0.75,unknown,2,1,1,0,0,1,0,0,1,0,0,0,0,60,,0,1,0,0,0,10,5,5,0,1,1,2,1,3,1,1,0,0,300,4,1,0,2,1,55.0,-1.0,-90.0,-2.0,1.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_4,2021-10-01,10,2021-01-01,0.8333333333333334,unknown,2,1,1,0,0,1,0,0,1,0,0,0,0,90,90.0,1,0,0,1,1,12,6,6,0,1,2,2,1,4,1,1,0,0,390,5,1,0,3,2,63.75,0.0,30.0,1.0,-1.0,0.0,1.0,1.0,2021,0,0,normal
contract_13_1_4,2021-11-01,11,2021-01-01,0.9166666666666666,unknown,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,6,6,1,1,3,2,1,4,1,1,0,0,390,5,1,0,3,2,63.75,-1.0,-90.0,-1.0,0.0,0.0,-1.0,-1.0,2021,0,0,normal
contract_13_1_4,2021-12-01,12,2021-01-01,1.0,unknown,2,1,0,1,1,0,0,0,0,0,0,1,0,30,30.0,1,0,0,0,0,15,7,6,2,2,3,2,1,4,1,1,1,0,420,6,1,0,3,2,57.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_5,2021-01-01,1,2021-01-01,0.08333333333333333,unknown,3,2,1,0,0,0,0,1,2,0,0,0,0,120,60.0,2,0,0,1,0,3,2,1,0,0,0,0,1,2,0,0,0,0,120,2,0,0,1,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_5,2021-03-01,3,2021-01-01,0.25,unknown,1,1,0,0,0,1,0,0,0,0,0,0,0,120,120.0,1,0,0,1,1,4,3,1,0,0,1,0,1,2,0,0,0,0,240,3,0,0,2,1,90.0,-2.0,0.0,-1.0,0.0,0.0,0.0,1.0,2021,0,0,normal
contract_13_1_5,2021-04-01,4,2021-01-01,0.3333333333333333,unknown,2,2,0,0,1,0,0,0,0,1,0,0,0,180,90.0,2,0,0,1,1,6,5,1,0,1,1,0,1,2,1,0,0,0,420,5,0,0,3,2,90.0,1.0,60.0,1.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_5,2021-05-01,5,2021-01-01,0.4166666666666667,unknown,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,7,5,2,0,1,1,0,1,3,1,0,0,0,420,5,0,0,3,2,90.0,-1.0,-180.0,-2.0,0.0,0.0,-1.0,-1.0,2021,0,0,normal
contract_13_1_5,2021-06-01,6,2021-01-01,0.5,unknown,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,8,5,3,0,1,1,0,1,4,1,0,0,0,420,5,0,0,3,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_5,2021-07-01,7,2021-01-01,0.5833333333333334,unknown,4,3,1,0,0,1,1,0,1,0,1,0,0,210,70.0,3,0,0,2,2,12,8,4,0,1,2,1,1,5,1,1,0,0,630,8,0,0,5,4,85.0,3.0,210.0,3.0,0.0,0.0,2.0,2.0,2021,0,0,normal
contract_13_1_5,2021-09-01,9,2021-01-01,0.75,unknown,2,2,0,0,1,0,0,0,1,0,0,0,0,180,90.0,2,0,0,0,0,14,10,4,0,2,2,1,1,6,1,1,0,0,810,10,0,0,5,4,86.0,-2.0,-30.0,-1.0,0.0,0.0,-2.0,-2.0,2021,0,0,normal
contract_13_1_5,2021-10-01,10,2021-01-01,0.8333333333333334,unknown,2,1,0,1,0,1,0,0,0,0,1,0,0,90,90.0,1,0,0,1,0,16,11,4,1,2,3,1,1,6,1,2,0,0,900,11,0,0,6,4,86.66666666666667,0.0,-90.0,-1.0,0.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_1_6,2021-04-01,4,2021-01-01,0.3333333333333333,unknown,2,2,0,0,0,0,0,0,0,1,1,0,0,150,75.0,2,0,0,1,1,2,2,0,0,0,0,0,0,0,1,1,0,0,150,2,0,0,1,1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_6,2021-05-01,5,2021-01-01,0.4166666666666667,unknown,1,1,0,0,0,1,0,0,0,0,0,0,0,120,120.0,1,0,0,0,1,3,3,0,0,0,1,0,0,0,1,1,0,0,270,3,0,0,1,2,97.5,-1.0,-30.0,-1.0,0.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_6,2021-06-01,6,2021-01-01,0.5,unknown,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,4,3,0,1,0,2,0,0,0,1,1,0,0,270,3,0,0,2,2,97.5,0.0,-120.0,-1.0,0.0,0.0,1.0,-1.0,2021,0,0,normal
contract_13_1_6,2021-07-01,7,2021-01-01,0.5833333333333334,unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,5,3,1,1,0,2,0,1,0,1,1,0,0,270,3,0,0,2,2,97.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_6,2021-08-01,8,2021-01-01,0.6666666666666666,unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,30,30.0,1,0,0,1,0,6,4,1,1,0,2,0,2,0,1,1,0,0,300,4,0,0,3,2,75.0,0.0,30.0,1.0,0.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_1_6,2021-10-01,10,2021-01-01,0.8333333333333334,unknown,1,1,0,0,0,1,0,0,0,0,0,0,0,120,120.0,1,0,0,0,0,7,5,1,1,0,3,0,2,0,1,1,0,0,420,5,0,0,3,2,86.25,0.0,90.0,0.0,0.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_6,2021-11-01,11,2021-01-01,0.9166666666666666,unknown,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,8,5,1,2,0,4,0,2,0,1,1,0,0,420,5,0,0,4,2,86.25,0.0,-120.0,-1.0,0.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_1_6,2021-12-01,12,2021-01-01,1.0,unknown,1,1,0,0,0,0,0,0,0,0,1,0,0,90,90.0,1,0,0,0,0,9,6,1,2,0,4,0,2,0,1,2,0,0,510,6,0,0,4,2,87.0,0.0,90.0,1.0,0.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_7,2021-03-01,3,2021-01-01,0.25,unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_7,2021-04-01,4,2021-01-01,0.3333333333333333,unknown,2,0,0,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,3,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_1_7,2021-05-01,5,2021-01-01,0.4166666666666667,unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,4,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_7,2021-06-01,6,2021-01-01,0.5,unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,30,,0,1,0,1,0,5,1,2,2,1,1,0,3,0,0,0,0,0,30,0,1,0,2,0,,0.0,30.0,0.0,1.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_1_7,2021-09-01,9,2021-01-01,0.75,unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,30,30.0,1,0,0,1,0,6,2,2,2,1,1,0,3,1,0,0,0,0,60,1,1,0,3,0,30.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_7,2021-10-01,10,2021-01-01,0.8333333333333334,unknown,2,0,1,1,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,8,2,3,3,1,1,0,3,2,0,0,1,0,60,1,1,0,3,0,30.0,1.0,-30.0,-1.0,0.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_7,2021-12-01,12,2021-01-01,1.0,unknown,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,9,2,4,3,1,1,0,3,3,0,0,1,0,60,1,1,0,3,0,30.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_8,2021-01-01,1,2021-01-01,0.08333333333333333,upsell,3,2,1,0,0,0,0,1,2,0,0,0,0,90,45.0,2,0,0,2,0,3,2,1,0,0,0,0,1,2,0,0,0,0,90,2,0,0,2,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_8,2021-02-01,2,2021-01-01,0.16666666666666666,upsell,2,2,0,0,0,0,1,0,1,0,0,0,0,90,30.0,1,1,0,1,0,5,4,1,0,0,0,1,1,3,0,0,0,0,180,3,1,0,3,0,37.5,-1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,2021,0,0,normal
contract_13_1_8,2021-03-01,3,2021-01-01,0.25,upsell,1,1,0,0,0,0,0,0,0,0,1,0,0,30,30.0,1,0,0,1,1,6,5,1,0,0,0,1,1,3,0,1,0,0,210,4,1,0,4,1,35.0,-1.0,-60.0,0.0,-1.0,0.0,0.0,1.0,2021,0,0,normal
contract_13_1_8,2021-04-01,4,2021-01-01,0.3333333333333333,upsell,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,7,5,2,0,0,0,1,1,4,0,1,0,0,210,4,1,0,4,1,35.0,0.0,-30.0,-1.0,0.0,0.0,-1.0,-1.0,2021,0,0,normal
contract_13_1_8,2021-05-01,5,2021-01-01,0.4166666666666667,upsell,2,2,0,0,1,0,0,1,0,0,0,0,0,210,105.0,2,0,0,0,1,9,7,2,0,1,0,1,2,4,0,1,0,0,420,6,1,0,4,2,52.5,1.0,210.0,2.0,0.0,0.0,0.0,1.0,2021,0,0,normal
contract_13_1_8,2021-07-01,7,2021-01-01,0.5833333333333334,upsell,3,3,0,0,0,2,1,0,0,0,0,0,0,180,75.0,2,1,0,0,0,12,10,2,0,1,2,2,2,4,0,1,0,0,600,8,2,0,4,2,57.0,1.0,-30.0,0.0,1.0,0.0,0.0,-1.0,2021,0,0,normal
contract_13_1_8,2021-09-01,9,2021-01-01,0.75,upsell,2,2,0,0,0,0,0,0,1,0,1,0,0,150,75.0,2,0,0,1,0,14,12,2,0,1,2,2,2,5,0,2,0,0,750,10,2,0,5,2,60.0,-1.0,-30.0,0.0,-1.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_1_8,2021-10-01,10,2021-01-01,0.8333333333333334,upsell,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,15,12,3,0,1,2,3,2,5,0,2,0,0,750,10,2,0,6,2,60.0,-1.0,-150.0,-2.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_8,2021-11-01,11,2021-01-01,0.9166666666666666,upsell,2,2,0,0,1,0,0,1,0,0,0,0,0,90,30.0,1,1,0,1,1,17,14,3,0,2,2,3,3,5,0,2,0,0,840,11,3,0,7,3,55.714285714285715,1.0,90.0,1.0,1.0,0.0,0.0,1.0,2021,0,0,normal
contract_13_1_8,2021-12-01,12,2021-01-01,1.0,upsell,1,1,0,0,0,0,0,0,1,0,0,0,0,60,60.0,1,0,0,0,0,18,15,3,0,2,2,3,3,6,0,2,0,0,900,12,3,0,7,3,56.25,-1.0,-30.0,0.0,-1.0,0.0,-1.0,-1.0,2021,0,0,normal
contract_13_1_9,2021-01-01,1,2021-01-01,0.08333333333333333,unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,90,90.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,90,1,0,0,0,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_9,2021-04-01,4,2021-01-01,0.3333333333333333,unknown,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,90,1,0,0,0,0,90.0,0.0,-90.0,-1.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_9,2021-05-01,5,2021-01-01,0.4166666666666667,unknown,2,2,0,0,0,0,0,1,1,0,0,0,0,90,45.0,2,0,0,1,1,4,3,1,0,0,1,1,1,1,0,0,0,0,180,3,0,0,1,1,67.5,1.0,90.0,2.0,0.0,0.0,1.0,1.0,2021,0,0,normal
contract_13_1_9,2021-06-01,6,2021-01-01,0.5,unknown,4,3,0,1,1,1,0,1,1,0,0,0,0,240,80.0,3,0,0,2,0,8,6,1,1,1,2,1,2,2,0,0,0,0,420,6,0,0,3,1,71.66666666666667,2.0,150.0,1.0,0.0,0.0,1.0,-1.0,2021,0,0,normal
contract_13_1_9,2021-08-01,8,2021-01-01,0.6666666666666666,unknown,1,1,0,0,0,1,0,0,0,0,0,0,0,90,90.0,1,0,0,0,0,9,7,1,1,1,3,1,2,2,0,0,0,0,510,7,0,0,3,1,76.25,-3.0,-150.0,-2.0,0.0,0.0,-2.0,0.0,2021,0,0,normal
contract_13_1_9,2021-09-01,9,2021-01-01,0.75,unknown,1,1,0,0,1,0,0,0,0,0,0,0,0,90,90.0,1,0,0,0,0,10,8,1,1,2,3,1,2,2,0,0,0,0,600,8,0,0,3,1,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0,0,normal
contract_13_1_9,2021-10-01,10,2021-01-01,0.8333333333333334,unknown,1,1,0,0,0,0,0,0,0,0,1,0,0,120,120.0,1,0,0,1,0,11,9,1,1,2,3,1,2,2,0,1,0,0,720,9,0,0,4,1,85.83333333333333,0.0,30.0,0.0,0.0,0.0,1.0,0.0,2021,0,0,normal
contract_13_2_1,2022-02-01,2,2022-01-01,0.16666666666666666,churned,1,1,0,0,1,0,0,0,0,0,0,0,0,30,30.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,30,1,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,normal
contract_13_2_1,2022-05-01,5,2022-01-01,0.4166666666666667,churned,1,1,0,0,0,0,0,1,0,0,0,0,0,30,30.0,1,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,60,2,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,normal
contract_13_2_1,2022-07-01,7,2022-01-01,0.5833333333333334,churned,1,1,0,0,0,1,0,0,0,0,0,0,0,90,90.0,1,0,0,0,0,3,3,0,0,1,1,0,1,0,0,0,0,0,150,3,0,0,0,0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,normal
contract_13_2_10,2022-03-01,3,2022-01-01,0.25,unknown,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0,0,normal
contract_13_2_10,2022-04-01,4,2022-01-01,0.3333333333333333,unknown,1,1,0,0,0,1,0,0,0,0,0,0,0,30,30.0,1,0,0,0,1,2,1,1,0,0,1,0,0,1,0,0,0,0,30,1,0,0,0,1,30.0,0.0,30.0,1.0,0.0,0.0,0.0,1.0,2022,0,0,normal
contract_13_2_10,2022-05-01,5,2022-01-01,0.4166666666666667,unknown,2,1,1,0,0,0,1,0,1,0,0,0,0,90,90.0,1,0,0,1,0,4,2,2,0,0,1,1,0,2,0,0,0,0,120,2,0,0,1,1,60.0,1.0,60.0,0.0,0.0,0.0,1.0,-1.0,2022,0,0,normal
contract_13_2_10,2022-06-01,6,2022-01-01,0.5,unknown,1,1,0,0,0,0,0,0,0,0,1,0,0,60,60.0,1,0,0,1,1,5,3,2,0,0,1,1,0,2,0,1,0,0,180,3,0,0,2,2,60.0,-1.0,-30.0,0.0,0.0,0.0,0.0,1.0,2022,0,0,normal
contract_13_2_10,2022-07-01,7,2022-01-01,0.5833333333333334,unknown,2,1,0,1,0,0,0,0,0,0,1,1,0,90,90.0,1,0,0,1,0,7,4,2,1,0,1,1,0,2,0,2,1,0,270,4,0,0,3,2,67.5,1.0,30.0,0.0,0.0,0.0,0.0,-1.0,2022,0,0,normal
contract_13_2_10,2022-09-01,9,2022-01-01,0.75,unknown,1,1,0,0,1,0,0,0,0,0,0,0,0,60,60.0,1,0,0,1,0,8,5,2,1,1,1,1,0,2,0,2,1,0,330,5,0,0,4,2,66.0,-1.0,-30.0,0.0,0.0,0.0,0.0,0.0,2022,0,0,normal
contract_13_2_10,2022-10-01,10,2022-01-01,0.8333333333333334,unknown,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,9,5,3,1,1,1,1,0,3,0,2,1,0,330,5,0,0,5,2,66.0,0.0,-60.0,-1.0,0.0,0.0,0.0,0.0,2022,0,0,normal
contract_13_2_10,2022-11-01,11,2022-01-01,0.9166666666666666,unknown,1,1,0,0,0,0,0,0,0,0,1,0,0,120,120.0,1,0,0,0,0,10,6,3,1,1,1,1,0,3,0,3,1,0,450,6,0,0,5,2,75.0,0.0,120.0,1.0,0.0,0.0,-1.0,0.0,2022,0,0,normal
contract_13_2_10,2022-12-01,12,2022-01-01,1.0,unknown,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,6,3,2,1,2,1,0,3,0,3,1,0,450,6,0,0,5,2,75.0,0.0,-120.0,-1.0,0.0,0.0,0.0,0.0,2022,0,0,normal
contract_13_2_11,2022-01-01,1,2022-01-01,0.08333333333333333,unknown,1,1,0,0,1,0,0,0,0,0,0,0,0,30,30.0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,30,1,0,0,0,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0,0,normal
